VEGOBJEKT-ID;TYPE-ID;VERSJON;FØRSTE FOREKOMST;STARTDATO;SLUTTDATO;SIST MODIFISERT;ALVORLIGHETSGRAD;ULYKKESDATO;ULYKKESKLOKKESLETT;UKEDAG;MÅNED (NY);ULYKKESKODE;ANTALL ENHETER (STK);ANTALL DREPTE I ULYKKEN (STK);ANTALL MEGET ALVORLIG SKADET (STK);ANTALL ALVORLIG SKADET (STK);ANTALL LETTERE SKADET (STK);VEGTYPE;STEDSFORHOLD;FYSISK MIDTDELER/MIDTREKKVERK;FORSTERKET VEGOPPMERKING;DEKKETYPE;FØREFORHOLD;VÆRFORHOLD;LYSFORHOLD;KJØREFELTTYPE;ANTALL KJØREFELT (STK);TETTSTED;VEGBREDDE (M);FARTSGRENSE (KM/H);VINTERDRIFTSKLASSE (NY);TEMPERATUR (ºC);HISTORISK VEGSTATUS;HISTORISK VEGKATEGORI;HISTORISK VEGNUMMER;HISTORISK HP;HISTORISK KILOMETERVERDI;STEDFESTINGENS NØYAKTIGHET;GEOMETRI, PUNKT;REGULERING GANGFELT (NY);REGULERING VEGKRYSS (NY);UID (NY);UKEDAGSTYPE (NY);ULYKKESTYPE (NY);ULYKKESTYPE UNDERKATEGORI (NY);ÅR (NY);ANTALL ANDRE ENHETER (NY) (STK);ANTALL BUSS (NY) (STK);ANTALL FOTGJENGERE (NY) (STK);ANTALL LASTEBIL (NY) (STK);ANTALL LETT MC (NY) (STK);ANTALL MC (NY) (STK);ANTALL MOPED (NY) (STK);ANTALL PERSONBIL (NY) (STK);ANTALL SKINNEGÅENDE MATERIELL (NY) (STK);ANTALL LITEN ELEKTRISK MOTORVOGN (STK);ANTALL SYKKEL (NY) (STK);ANTALL TRAKTOR (NY) (STK);ANTALL UKJENTE ENHETER (NY) (STK);ANTALL VAREBIL (NY) (STK);ÅDT (NY);ATK, INFLUENSSTREKNING (NY);FARTSDEMPENDE TILTAK (NY);MC-SKINNE (NY);VEGBELYSNING (NY);FYLKENAVN (NY);FYLKENUMMER (NY);KOMMUNENAVN (NY);KOMMUNENUMMER (NY);HISTORISK VEGFASE (NY);HISTORISK TRAFIKANTGRUPPE (NY);HISTORISK ARM (NY);HISTORISK VEGSTREKNING (NY);HISTORISK VEGDELSTREKNING (NY);HISTORISK METERVERDI (NY);HISTORISK KRYSSDEL (NY);HISTORISK KRYSSDEL METERVERDI (NY);HISTORISK SIDEANLEGGSDEL (NY);HISTORISK SIDEANLEGGSDEL METERVERDI (NY);LOK.KOMMUNE;LOK.KOMMUNENUMMER;LOK.FYLKE;LOK.FYLKESNUMMER;LOK.RIKSVEGRUTE;LOK.KONTRAKTSOMRÅDE;LOK.VEGSYSTEMREFERANSE;LOK.VEGKATEGORI;LOK.FASE;LOK.VEGNUMMER;LOK.STREKNING;LOK.DELSTREKNING;FRA METER;TIL METER;VEGLENKESEKVENSID;STARTPOSISJON;SLUTTPOSISJON;STREKNING.RETNING;SIDEPOSISJON;KJØREFELT;TYPEVEG;LENGDE;MOR;BARN;GEOMETRI;GEOMETRI_2;GEOMETRI_3
1019208564;570;1;1;06.12.2023;;2024-06-03T19:37:11;;06.12.2023;17:04:00;Onsdag;12;Enslig kjøretøy kjørte utfor på høyre side i venstrekurve;1;;;;;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Nei;Ukjent;Asfalt, oljegrus;Delvis snø / isbelagt veg;God sikt, nedbør;Mørkt med vegbelysning;Vanlig kjørefelt;2;Tettsted;9;50;Vinterdriftsklasse A;-7;;Fylkesveg;308;;;;POINT (238122 6575215);Ukjent;Ikke i vegkryss;UID9741693146;Yrkesdøgn;Utforkjøring;Enslig kjøretøy kjørte utfor vegen;2023;0;0;0;0;0;0;0;1;0;0;0;0;0;0;11643;Nei;Nei;;Ja;Vestfold;39;Færder;3911;V;K;Nei;4;1;2334;;;;;Færder;3911;Vestfold;39;;0701 Vestfold øst 2019-2025,3820 Elektro øst 2021-2026,3902 Vestfold øst vei 2025-2030,3952 Grønt Vestfold øst 2025-2030;FV308 S4D1 m2334;Fylkesveg;Eksisterende;308;4;1;2333,698;2333,698;1175848;0,29902784;0,29902784;;;;enkelBilveg;0;;571:1019208568;238122,60;6575221,17;23.846
1019208565;570;1;1;29.11.2023;;2024-06-03T19:37:11;;29.11.2023;18:14:00;Onsdag;11;Enslig kjøretøy kjørte utfor på venstre side i høyrekurve;1;;;;;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Nei;Ukjent;Asfalt, oljegrus;Snø / isbelagt veg;God sikt, opphold;Mørkt uten vegbelysning;Vanlig kjørefelt;2;Ikke tettsted;4,8;60;Vinterdriftsklasse D;-5;;Fylkesveg;3206;;;;POINT (233546 6591387);Ukjent;Ikke i vegkryss;UID3597572106;Yrkesdøgn;Utforkjøring;Enslig kjøretøy kjørte utfor vegen;2023;0;0;0;0;0;0;1;0;0;0;0;0;0;0;400;Nei;Nei;;Nei;Vestfold;39;Tønsberg;3905;V;K;Nei;1;1;5649;;;;;Tønsberg;3905;Vestfold;39;;3801 Vestfold nord 2021-2026,3820 Elektro øst 2021-2026,3850 Grønt Vestfold nord 2022-2026;FV3206 S1D1 m5649;Fylkesveg;Eksisterende;3206;1;1;5649,227;5649,227;1175892;0,57308729;0,57308729;;;;enkelBilveg;0;;571:1019208566;233545,06;6591387,07;83.658
1019208590;570;1;1;08.12.2023;;2024-06-03T19:37:45;;08.12.2023;23:36:00;Fredag;12;Forbikjøring;2;;;;;Motorveg;Tunnel (primært for motorkjøretøy);Ja;Kantoppmerking;Asfalt, oljegrus;Snø / isbelagt veg;God sikt, nedbør;Mørkt med vegbelysning;Vanlig kjørefelt;4;Ikke tettsted;20,9;100;Vinterdriftsklasse A;-2;;Europaveg;18;;;;POINT (229321 6605757);Ikke gangfelt;Ukjent;UID6922089212;Yrkesdøgn;Samme kjøreretning;Ulykke mellom kjøretøy med samme kjøreretning;2023;0;0;0;0;0;0;0;2;0;0;0;0;0;0;26198;Nei;Nei;;Ja;Vestfold;39;Holmestrand;3903;V;K;Nei;42;1;7140;;;;;Holmestrand;3903;Vestfold;39;RUTE3 2014-2023 / 2018-2029;9201 Vestfold og Telemark øst 2023-2028,9254 Vestfold og Telemark Øst Elektro 2023-2028,Vegoppmerking Sør 2023-2025;EV18 S42D1 m7140;Europaveg;Eksisterende;18;42;1;7140,073;7140,073;2172085;0,517313;0,517313;;;;kanalisertVeg;0;;571:1019208592,571:1019208594;229329,58;6605767,52;98.68
1019208672;570;1;1;09.12.2023;;2024-06-03T19:37:45;;09.12.2023;19:20:00;Lørdag;12;Møting på rett vegstrekning;2;;;;;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Nei;Ukjent;Asfalt, oljegrus;Snø / isbelagt veg;God sikt, nedbør;Mørkt med vegbelysning;Vanlig kjørefelt;2;Ikke tettsted;8,7;70;Vinterdriftsklasse B;0;;Fylkesveg;35;;;;POINT (231378 6589772);Ukjent;Ikke i vegkryss;UID5893502640;Helgedøgn;Motsatt kjøreretning;Ulykke ved møting;2023;0;0;0;0;0;0;0;1;0;0;0;0;0;1;6600;Nei;Nei;;Nei;Vestfold;39;Tønsberg;3905;V;K;Nei;3;1;3382;;;;;Tønsberg;3905;Vestfold;39;;3801 Vestfold nord 2021-2026,3820 Elektro øst 2021-2026,3850 Grønt Vestfold nord 2022-2026;FV35 S3D1 m3382;Fylkesveg;Eksisterende;35;3;1;3382,464;3382,464;1175824;0,87428931;0,87428931;;;;enkelBilveg;0;;571:1019208673,571:1019208675;231378,99;6589772,99;19.sep
1019208757;570;1;1;11.12.2023;;2024-06-03T19:38:20;;11.12.2023;08:11:00;Mandag;12;Påkjøring bakfra;3;;;;;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Nei;Ukjent;Asfalt, oljegrus;Snø / isbelagt veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;Tettsted;7,3;40;Vinterdriftsklasse C;;;Fylkesveg;3128;;;;POINT (241157 6579394);Skiltet gangfelt utenfor kryss;Ikke i vegkryss;UID5922169075;Yrkesdøgn;Samme kjøreretning;Ulykke mellom kjøretøy med samme kjøreretning;2023;0;0;0;0;0;0;0;3;0;0;0;0;0;0;7000;Nei;Ja;;Ja;Vestfold;39;Tønsberg;3905;V;K;Nei;1;1;240;;;;;Tønsberg;3905;Vestfold;39;;0701 Vestfold øst 2019-2025,3820 Elektro øst 2021-2026,3902 Vestfold øst vei 2025-2030,3952 Grønt Vestfold øst 2025-2030;FV3128 S1D1 m240;Fylkesveg;Eksisterende;3128;1;1;239,668;239,668;1175711;0,05982075;0,05982075;;;;enkelBilveg;0;;571:1019208758,571:1019208759,571:1019208761;241152,50;6579391,74;20.763
1019208952;570;1;1;20.12.2023;;2024-06-03T19:39:37;;20.12.2023;21:38:00;Onsdag;12;Enslig kjøretøy kjørte utfor på høyre side på rett vegstrekning;1;;;;;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Nei;Ukjent;Asfalt, oljegrus;Delvis snø / isbelagt veg;God sikt, nedbør;Mørkt med vegbelysning;Vanlig kjørefelt;2;Tettsted;8;40;Vinterdriftsklasse C;-4;;Fylkesveg;256;;;;POINT (234071 6580855);Gangfelt utenfor kryss, ukjent regulering;Ikke i vegkryss;UID2162617440;Yrkesdøgn;Utforkjøring;Enslig kjøretøy kjørte utfor vegen;2023;0;0;0;0;0;0;0;1;0;0;0;0;0;0;9000;Nei;Ja;;Ja;Vestfold;39;Tønsberg;3905;V;K;Nei;7;1;6188;;;;;Tønsberg;3905;Vestfold;39;;0701 Vestfold øst 2019-2025,3820 Elektro øst 2021-2026,3902 Vestfold øst vei 2025-2030,3952 Grønt Vestfold øst 2025-2030;FV256 S7D1 m6188;Fylkesveg;Eksisterende;256;7;1;6188,199;6188,199;1175882;0,23050647;0,23050647;;;;enkelBilveg;0;;571:1019208953;234071,26;6580854,52;18.252
1019209015;570;1;1;20.12.2023;;2024-06-03T19:40:13;;20.12.2023;14:30:00;Onsdag;12;Fotgjenger krysset kjørebanen på hitsiden av krysset;2;;;;;Vanlig veg/gate;3-armet kryss (T-kryss, Y-kryss);Nei;Ukjent;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Ukjent;2;Tettsted;6,9;30;;3;;Kommunal veg;32220;;;;POINT (214976 6556721);Gangfelt i kryss;Uregulert kryss, generell høyreregel (uten skilting);UID5059202027;Yrkesdøgn;Fotgjenger/akende;Fotgjenger krysset kjørebanen;2023;0;0;1;0;0;0;0;1;0;0;0;0;0;0;;Nei;Nei;;Nei;Vestfold;39;Larvik;3909;V;K;Nei;1;1;12;;;;;Larvik;3909;Vestfold;39;;;KV32220 S1D1 m12;Kommunal veg;Eksisterende;32220;1;1;12,331;12,331;1848425;0,88642862;0,88642862;;;;enkelBilveg;0;;571:1019209017,571:1019209021;214979,00;6556722,21;37.218
1019209073;570;1;1;19.12.2023;;2024-06-03T19:40:13;;19.12.2023;12:25:00;Tirsdag;12;Påkjøring bakfra;2;;;;;Motorveg;Vegstrekning utenfor kryss/avkjørsel;Ja;Ukjent;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;4;Ikke tettsted;19,2;110;Vinterdriftsklasse A;-5;;Europaveg;18;;;;POINT (237386 6591799);Ikke gangfelt;Ikke i vegkryss;UID4823285532;Yrkesdøgn;Samme kjøreretning;Ulykke mellom kjøretøy med samme kjøreretning;2023;0;0;0;0;0;0;0;2;0;0;0;0;0;0;27382;Nei;Nei;;Nei;Vestfold;39;Tønsberg;3905;V;K;Nei;40;1;1353;;;;;Tønsberg;3905;Vestfold;39;RUTE3 2014-2023 / 2018-2029;9201 Vestfold og Telemark øst 2023-2028,9254 Vestfold og Telemark Øst Elektro 2023-2028,Vegoppmerking Sør 2023-2025;EV18 S40D1 m1353;Europaveg;Eksisterende;18;40;1;1353,408;1353,408;1669474;0,00961387;0,00961387;;;;kanalisertVeg;0;;571:1019209074,571:1019209080;237388,87;6591799,09;55.769
1019209160;570;1;1;26.09.2023;;2024-06-03T19:40:51;;26.09.2023;22:36:00;Tirsdag;9;Enslig kjøretøy veltet i kjørebanen;1;;;;;Gang- / sykkelveg;Vegstrekning utenfor kryss/avkjørsel;;Ukjent;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Mørkt med vegbelysning;Gang- / sykkelveg;2;Tettsted;3,2;20;;13;;Kommunal veg;3000;;;;POINT (215980 6557173);Gangfelt i kryss;Ikke i vegkryss;UID1715413511;Yrkesdøgn;Andre ulykker;Andre ulykker(parkering o.l);2023;0;0;0;0;0;0;0;0;0;1;0;0;0;0;;Nei;Ja;;Nei;Vestfold;39;Larvik;3909;V;G;Nei;1;100;1382;;;;;Larvik;3909;Vestfold;39;;;KV3000 S1D100 m1382;Kommunal veg;Eksisterende;3000;1;100;1382,441;1382,441;2616171;0,60401952;0,60401952;;;;gangOgSykkelveg;0;;571:1019209161;215980,23;6557173,23;72.772
1019209270;570;1;1;02.09.2023;;2024-06-03T19:41:24;;02.09.2023;14:14:00;Lørdag;9;Avsvinging til høyre foran kjørende i motsatt retning fra fortau eller G/S-veg;2;;;;;Vanlig veg/gate;3-armet kryss (T-kryss, Y-kryss);;Ukjent;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Sykkelfelt;4;Tettsted;9,6;30;;;;Fylkesveg;310;;;;POINT (243950 6594853);Ikke gangfelt;Vikepliktsregulert kryss (skilt 202, 204, 210);UID6818594785;Helgedøgn;Kryssende kjøreretning;Ulykke ved avsvinging fra motsatte kjøreretning;2023;0;0;0;0;0;0;0;1;0;0;1;0;0;0;5000;Nei;Nei;;Ja;Vestfold;39;Horten;3901;V;K;Nei;3;1;2427;;;;;Horten;3901;Vestfold;39;;0701 Vestfold øst 2019-2025,3820 Elektro øst 2021-2026,3902 Vestfold øst vei 2025-2030,3952 Grønt Vestfold øst 2025-2030;FV310 S3D1 m2427;Fylkesveg;Eksisterende;310;3;1;2427,444;2427,444;1175555;0,79609912;0,79609912;;;;enkelBilveg;0;;571:1019209272,571:1019209274;243952,36;6594850,68;feb.69
1019209290;570;1;1;28.09.2023;;2024-06-03T19:41:58;;28.09.2023;09:03:00;Torsdag;9;Høyresving foran kjørende i samme retning;2;;;;;Vanlig veg/gate;Avkjørsel;Nei;Ukjent;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;Tettsted;;30;;14;;Kommunal veg;13320;;;;POINT (238620 6578536);Ikke gangfelt;Ikke i vegkryss;UID8619998403;Yrkesdøgn;Kryssende kjøreretning;Ulykke ved kryssende kjøreretning hvor kjøretøy foretar avsvingning;2023;0;0;0;0;0;0;0;1;0;0;1;0;0;0;;Nei;Nei;;Nei;Vestfold;39;Tønsberg;3905;V;K;Nei;1;1;172;;;;;Tønsberg;3905;Vestfold;39;;;KV13320 S1D1 m172;Kommunal veg;Eksisterende;13320;1;1;171,551;171,551;1148606;0,26655111;0,26655111;;;;enkelBilveg;0;;571:1019209291,571:1019209293;238617,63;6578534,61;02.mai
1019209321;570;1;1;16.09.2023;;2024-06-03T19:41:58;;16.09.2023;15:30:00;Lørdag;9;Ulykke med uklart forløp hvor fotgjenger gikk langs eller oppholdt seg i kj.banen;2;;;;;Annet (plass m.m.);Annet (P-plass, torv, o. l.);;Ukjent;Ukjent;Ukjent;Ukjent;Ukjent;Annet;2;Tettsted;;30;;;;Fylkesveg;99999;;;;POINT (238471 6579072);Ikke gangfelt;Ikke i vegkryss;UID9461569911;Helgedøgn;Fotgjenger/akende;Fotgjenger langs vegen eller i kjørebanen;2023;0;0;1;0;0;0;0;0;0;1;0;0;0;0;;Nei;Nei;;Nei;Vestfold;39;Tønsberg;3905;F;K;Ja;1;1;0;;;;;Lebesby;5624;Finnmark;56;;;FF99999 S1D1 m0;Fylkesveg;Fiktiv;99999;1;1;0;0;930221;0;0;;;;enkelBilveg;0;;571:1019209322,571:1019209324;POINT;(924974;7824524
1019209458;570;1;1;18.09.2023;;2024-06-03T19:42:30;;18.09.2023;07:59:00;Mandag;9;Påkjøring bakfra;2;;;;;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Nei;Ukjent;Asfalt, oljegrus;Våt, bar veg;God sikt, nedbør;Dagslys;Vanlig kjørefelt;2;Ikke tettsted;;50;Vinterdriftsklasse A;16;;Fylkesveg;303;;;;POINT (214108 6556874);Ikke gangfelt;Ikke i vegkryss;UID4527035580;Yrkesdøgn;Samme kjøreretning;Ulykke mellom kjøretøy med samme kjøreretning;2023;0;0;0;0;0;0;1;1;0;0;0;0;0;0;12000;Nei;Nei;;Nei;Vestfold;39;Larvik;3909;V;K;Nei;1;1;50;;;;;Larvik;3909;Vestfold;39;;0701 Vestfold øst 2019-2025,3820 Elektro øst 2021-2026,3903 Vestfold syd vei 2025-2030,3953 Grønt Vestfold syd 2025-2030;FV303 S1D1 m50;Fylkesveg;Eksisterende;303;1;1;50,171;50,171;2680859;0,190787;0,190787;;;;enkelBilveg;0;;571:1019209459,571:1019209461;214110,46;6556874,62;31.756
1019209520;570;1;1;22.09.2023;;2024-06-03T19:43:04;;22.09.2023;20:35:00;Fredag;9;Fotgjenger krysset kjørebanen på bortsiden av krysset;2;;;;;Vanlig veg/gate;4 armet kryss (X-kryss);Nei;Ukjent;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Mørkt med vegbelysning;Vanlig kjørefelt;2;Tettsted;7,7;40;Vinterdriftsklasse D;15;;Fylkesveg;3002;;;;POINT (216666 6557591);Gangfelt i kryss;Vikepliktsregulert kryss (skilt 202, 204, 210);UID3602554621;Yrkesdøgn;Fotgjenger/akende;Fotgjenger krysset kjørebanen;2023;0;0;1;0;0;0;0;1;0;0;0;0;0;0;4100;Nei;Ja;;Ja;Vestfold;39;Larvik;3909;V;K;Nei;1;1;1066;;;;;Larvik;3909;Vestfold;39;;0701 Vestfold øst 2019-2025,3820 Elektro øst 2021-2026,3903 Vestfold syd vei 2025-2030,3953 Grønt Vestfold syd 2025-2030;FV3002 S1D1 m1066;Fylkesveg;Eksisterende;3002;1;1;1065,741;1065,741;1175620;0,23012831;0,23012831;;;;kanalisertVeg;0;;571:1019209521,571:1019209523;216665,01;6557591,51;62.862
1019209534;570;1;1;19.09.2023;;2024-06-03T19:43:04;;19.09.2023;21:08:00;Tirsdag;9;Møting på rett vegstrekning;2;;;;;Vanlig veg/gate;Bru;Nei;Ukjent;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Mørkt med vegbelysning;Vanlig kjørefelt;2;Ikke tettsted;8,6;70;Vinterdriftsklasse B;13;;Fylkesveg;313;;;;POINT (231686 6609807);Ukjent;Ikke i vegkryss;UID9734834025;Yrkesdøgn;Motsatt kjøreretning;Ulykke ved møting;2023;0;0;0;1;0;0;0;1;0;0;0;0;0;0;3767;Nei;Nei;;Ja;Vestfold;39;Holmestrand;3903;V;K;Nei;3;1;2079;;;;;Holmestrand;3903;Vestfold;39;;3801 Vestfold nord 2021-2026,3820 Elektro øst 2021-2026,3850 Grønt Vestfold nord 2022-2026;FV313 S3D1 m2079;Fylkesveg;Eksisterende;313;3;1;2079,163;2079,163;1175857;0,41368003;0,41368003;;;;enkelBilveg;0;;571:1019209535,571:1019209537;231688,85;6609808,91;9.704
1019209565;570;1;1;20.09.2023;;2024-06-03T19:43:37;;20.09.2023;15:58:00;Onsdag;9;Påkjøring bakfra;4;;;;;Motorveg;Vegstrekning utenfor kryss/avkjørsel;Ja;Både midt- og kantoppmerking;Asfalt, oljegrus;Våt, bar veg;God sikt, nedbør;Dagslys;Vanlig kjørefelt;4;Ikke tettsted;21,4;110;Vinterdriftsklasse A;16;;Europaveg;18;;;;POINT (237409 6591025);Ukjent;Ikke i vegkryss;UID0561497199;Yrkesdøgn;Samme kjøreretning;Ulykke mellom kjøretøy med samme kjøreretning;2023;0;0;0;0;0;0;0;4;0;0;0;0;0;0;30000;Nei;Nei;;Ja;Vestfold;39;Tønsberg;3905;V;K;Nei;40;1;579;;;;;Tønsberg;3905;Vestfold;39;RUTE3 2014-2023 / 2018-2029;9201 Vestfold og Telemark øst 2023-2028,9254 Vestfold og Telemark Øst Elektro 2023-2028,Vegoppmerking Sør 2023-2025;EV18 S40D1 m579;Europaveg;Eksisterende;18;40;1;578,679;578,679;1669474;0,46137391;0,46137391;;;;kanalisertVeg;0;;571:1019209566,571:1019209568,571:1019209575,571:1019209577;237402,91;6591027,78;47.174
1019209690;570;1;1;29.09.2023;;2024-06-03T19:44:14;;29.09.2023;16:56:00;Fredag;9;Enslig kjøretøy kjørte utfor på venstre side på rett vegstrekning;1;;;;;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Nei;Ukjent;Asfalt, oljegrus;Våt, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;Ikke tettsted;7,4;70;;15;;Fylkesveg;325;;;;POINT (238522 6584119);Ukjent;Ikke i vegkryss;UID4783958372;Yrkesdøgn;Utforkjøring;Enslig kjøretøy kjørte utfor vegen;2023;0;0;0;0;0;0;0;1;0;0;0;0;0;0;7700;Nei;Nei;;Ja;Vestfold;39;Tønsberg;3905;V;K;Nei;2;1;2445;;;;;Tønsberg;3905;Vestfold;39;;0701 Vestfold øst 2019-2025,3820 Elektro øst 2021-2026,3902 Vestfold øst vei 2025-2030,3952 Grønt Vestfold øst 2025-2030;FV325 S2D1 m2445;Fylkesveg;Eksisterende;325;2;1;2444,846;2444,846;1175465;0,66242177;0,66242177;;;;enkelBilveg;0;;571:1019209691;238525,81;6584116,30;72.376
1019209736;570;1;1;05.09.2023;;2024-06-03T19:44:48;;05.09.2023;19:46:00;Tirsdag;9;Fotgjenger gikk på vegens høyre side;2;;;;;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Nei;Ukjent;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;Tettsted;;30;;20;;Kommunal veg;38450;;;;POINT (224977 6565896);Ikke gangfelt;Ikke i vegkryss;UID3299172527;Yrkesdøgn;Fotgjenger/akende;Fotgjenger langs vegen eller i kjørebanen;2023;0;0;1;0;0;0;0;1;0;0;0;0;0;0;;Nei;Nei;;Nei;Vestfold;39;Sandefjord;3907;V;K;Nei;1;1;60;;;;;Sandefjord;3907;Vestfold;39;;;KV38450 S1D1 m60;Kommunal veg;Eksisterende;38450;1;1;60,252;60,252;1149194;0,13195772;0,13195772;;;;enkelBilveg;0;;571:1019209737,571:1019209740;224975,51;6565893,59;65.054
1019209837;570;1;1;05.09.2023;;2024-06-03T19:44:48;;05.09.2023;20:28:00;Tirsdag;9;Fotgjenger krysset kjørebanen i gangfelt utenfor kryss;2;;;;;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Nei;Ukjent;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Tussmørke, skumring;Vanlig kjørefelt;2;Tettsted;7,8;40;Vinterdriftsklasse D;;;Fylkesveg;3054;;;;POINT (224848 6564424);Gangfelt i kryss;Ikke i vegkryss;UID7911183183;Yrkesdøgn;Fotgjenger/akende;Fotgjenger krysset kjørebanen;2023;0;0;1;0;0;0;0;1;0;0;0;0;0;0;4000;Nei;Ja;;Ja;Vestfold;39;Sandefjord;3907;V;K;Nei;1;1;1626;;;;;Sandefjord;3907;Vestfold;39;;0701 Vestfold øst 2019-2025,3820 Elektro øst 2021-2026,3903 Vestfold syd vei 2025-2030,3953 Grønt Vestfold syd 2025-2030;FV3054 S1D1 m1626;Fylkesveg;Eksisterende;3054;1;1;1626,101;1626,101;1175651;0,33535867;0,33535867;;;;kanalisertVeg;0;;571:1019209735,571:1019209838;224848,17;6564421,37;42.923
1019209915;570;1;1;13.09.2023;;2024-06-03T19:45:28;;13.09.2023;16:44:00;Onsdag;9;Møting i kurve;2;;;;;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Nei;Ukjent;Asfalt, oljegrus;Våt, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;Tettsted;6;30;;19;;Kommunal veg;1115;;;;POINT (231539 6605575);Ukjent;Ikke i vegkryss;UID6592446466;Yrkesdøgn;Motsatt kjøreretning;Ulykke ved møting;2023;0;0;0;0;0;0;0;1;0;0;1;0;0;0;;Nei;Nei;;Nei;Vestfold;39;Holmestrand;3903;V;K;Nei;1;1;118;;;;;Holmestrand;3903;Vestfold;39;;;KV1115 S1D1 m118;Kommunal veg;Eksisterende;1115;1;1;118,295;118,295;1147944;0,44859142;0,44859142;;;;enkelBilveg;0;;571:1019209916,571:1019209925;231539,85;6605574,52;143.464
1019209943;570;1;1;06.09.2023;;2024-06-03T19:45:28;;06.09.2023;08:37:00;Onsdag;9;Venstresving foran kjørende i motsatt retning;2;;;;;Vanlig veg/gate;3-armet kryss (T-kryss, Y-kryss);Nei;Ukjent;Asfalt, oljegrus;Våt, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;Ikke tettsted;;50;;15;;Kommunal veg;18600;;;;POINT (224192 6563033);Ikke gangfelt;Uregulert kryss, generell høyreregel (uten skilting);UID5784145751;Yrkesdøgn;Kryssende kjøreretning;Ulykke ved kryssende kjøreretning hvor kjøretøy foretar avsvingning;2023;0;0;0;0;0;0;0;2;0;0;0;0;0;0;;Nei;Nei;;Nei;Vestfold;39;Sandefjord;3907;V;K;Nei;1;1;51;;;;;Sandefjord;3907;Vestfold;39;;;KV18600 S1D1 m51;Kommunal veg;Eksisterende;18600;1;1;50,895;50,895;1148901;0,02836605;0,02836605;;;;enkelBilveg;0;;571:1019209944,571:1019209953;224191,84;6563033,04;34.053
1019210094;570;1;1;11.09.2023;;2024-06-03T19:46:47;;11.09.2023;07:47:00;Mandag;9;Kjørende fra fortau / G/S-veg krysset kjørebanen utenfor kryss;2;;;;;Annet (plass m.m.);Annet (P-plass, torv, o. l.);;Ukjent;Ukjent;Ukjent;Ukjent;Ukjent;Annet;2;Tettsted;;30;;;;Kommunal veg;99999;;;;POINT (226788 6564867);Skiltet gangfelt utenfor kryss;Ukjent;UID0602908577;Yrkesdøgn;Kryssende kjøreretning;Ulykke ved kryssende kjøreretning uten avsvingning;2023;0;0;0;0;0;0;0;0;0;1;0;0;0;1;;Nei;Nei;;Nei;Vestfold;39;Sandefjord;3907;F;K;Nei;1;1;0;;;;;Lebesby;5624;Finnmark;56;;;KF99999 S1D1 m0;Kommunal veg;Fiktiv;99999;1;1;0;0;930222;0;0;;;;enkelBilveg;0;;571:1019210095,571:1019210100;POINT;(924974;7824474
1019210155;570;1;1;04.09.2023;;2024-06-03T19:47:20;;04.09.2023;10:20:00;Mandag;9;Venstresving foran kjørende i motsatt retning;2;;;;;Vanlig veg/gate;Avkjørsel;Nei;Ukjent;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;Ikke tettsted;4,6;80;Vinterdriftsklasse D;20;;Fylkesveg;3212;;;;POINT (230316 6601077);Ukjent;Ikke i vegkryss;UID3676210183;Yrkesdøgn;Kryssende kjøreretning;Ulykke ved kryssende kjøreretning hvor kjøretøy foretar avsvingning;2023;0;0;0;0;0;1;0;1;0;0;0;0;0;0;700;Nei;Nei;;Nei;Vestfold;39;Holmestrand;3903;V;K;Nei;2;1;1381;;;;;Holmestrand;3903;Vestfold;39;;3801 Vestfold nord 2021-2026,3820 Elektro øst 2021-2026,3850 Grønt Vestfold nord 2022-2026;FV3212 S2D1 m1381;Fylkesveg;Eksisterende;3212;2;1;1381,471;1381,471;1175895;0,63128037;0,63128037;;;;enkelBilveg;0;;571:1019210156,571:1019210157;230314,54;6601077,34;103.298
