Kommunenummer;Kommune;Botid i Norge;År;Verdensregion;Enhet;Antall
2002;;Alle;2017;Alle;Personer;329
2003;;Alle;2017;Alle;Personer;1107
2004;Hammerfest (t.o.m. 2019);Alle;2017;Alle;Personer;1730
2011;;Alle;2017;Alle;Personer;185
2012;;Alle;2017;Alle;Personer;1856
2014;;Alle;2017;Alle;Personer;129
2015;;Alle;2017;Alle;Personer;220
2017;Kvalsund (t.o.m. 2019);Alle;2017;Alle;Personer;106
2018;;Alle;2017;Alle;Personer;189
2019;;Alle;2017;Alle;Personer;477
2020;;Alle;2017;Alle;Personer;340
2021;;Alle;2017;Alle;Personer;177
2022;;Alle;2017;Alle;Personer;181
2023;;Alle;2017;Alle;Personer;300
2024;;Alle;2017;Alle;Personer;149
2025;;Alle;2017;Alle;Personer;326
2027;;Alle;2017;Alle;Personer;115
2028;;Alle;2017;Alle;Personer;601
2030;;Alle;2017;Alle;Personer;1438
0101;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;338
0104;Moss (t.o.m. 2019);0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;547
0105;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;654
0106;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;884
0111;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;32
0118;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;6
0119;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;26
0121;Rømskog (t.o.m. 2019);0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;15
0122;Trøgstad (t.o.m. 2019);0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;74
0123;Spydeberg (t.o.m. 2019);0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;66
0124;Askim (t.o.m. 2019);0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;198
0125;Eidsberg (t.o.m. 2019);0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;200
0127;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;72
0128;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;137
0135;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;148
0136;Rygge (t.o.m. 2019);0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;205
0137;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;100
0138;Hobøl (t.o.m. 2019);0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;155
0211;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;301
0213;Ski (t.o.m. 2019);0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;556
0214;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;684
0215;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;229
0216;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;240
0217;Oppegård (t.o.m. 2019);0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;389
0219;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;2873
0220;Asker (t.o.m. 2019);0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;1295
0221;Aurskog-Høland (t.o.m. 2019);0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;265
0226;Sørum (t.o.m. 2019);0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;446
0227;Fet (t.o.m. 2019);0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;287
0228;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;339
0229;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;262
0230;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;970
0231;Skedsmo (t.o.m. 2019);0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;1134
0233;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;364
0234;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;153
0235;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;1134
0236;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;314
0237;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;475
0238;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;416
0239;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;33
0301;Oslo;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;22939
0402;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;179
0403;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;406
0412;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;506
0415;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;108
0417;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;285
0418;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;28
0419;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;96
0420;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;45
0423;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;53
0425;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;75
0426;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;57
0427;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;256
0428;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;151
0429;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;42
0430;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;55
0432;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;23
0434;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;11
0436;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;12
0437;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;97
0438;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;18
0439;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;19
0441;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;34
0501;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;349
0502;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;377
0511;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;32
0512;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;31
0513;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;14
0514;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;24
0515;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;24
0516;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;74
0517;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;64
0519;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;65
0520;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;75
0521;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;136
0522;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;68
0528;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;225
0529;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;122
0532;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;63
0533;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;97
0534;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;135
0536;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;46
0538;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;77
0540;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;32
0541;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;7
0542;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;88
0543;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;20
0544;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;77
0545;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;41
0602;Drammen (t.o.m. 2019);0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;1637
0604;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;480
0605;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;462
0612;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;181
0615;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;23
0616;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;40
0617;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;104
0618;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;178
0619;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;58
0620;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;211
0621;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;51
0622;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;94
0623;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;171
0624;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;377
0625;Nedre Eiker (t.o.m. 2019);0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;512
0626;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;660
0627;Røyken (t.o.m. 2019);0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;531
0628;Hurum (t.o.m. 2019);0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;195
0631;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;42
0632;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;16
0633;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;49
0701;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;431
0704;Tønsberg (t.o.m. 2019);0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;713
0710;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;1484
0711;Svelvik (t.o.m. 2019);0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;141
0712;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;750
0713;Sande (Vestfold) (t.o.m. 2019);0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;181
0715;Holmestrand (f.o.m. 2018, t.o.m. 2019);0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;264
0716;Re (t.o.m. 2019);0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;175
0729;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;297
0805;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;377
0806;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;641
0807;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;158
0811;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;3
0814;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;90
0815;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;126
0817;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;32
0819;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;86
0821;Bø (Telemark)  (t.o.m. 2019);0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;226
0822;Sauherad (t.o.m. 2019);0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;83
0826;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;63
0827;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;22
0828;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;40
0829;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;23
0830;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;33
0831;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;22
0833;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;11
0834;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;58
0901;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;56
0904;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;314
0906;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;570
0911;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;21
0912;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;24
0914;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;58
0919;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;55
0926;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;123
0928;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;32
0929;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;14
0935;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;5
0937;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;31
0938;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;14
0940;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;21
0941;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;28
1001;Kristiansand (t.o.m. 2019);0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;1183
1002;Mandal (t.o.m. 2019);0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;134
1003;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;112
1004;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;121
1014;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;234
1017;Songdalen (t.o.m. 2019);0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;77
1018;Søgne (t.o.m. 2019);0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;119
1021;Marnardal (t.o.m. 2019);0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;22
1026;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;14
1027;Audnedal (t.o.m. 2019);0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;23
1029;Lindesnes (t.o.m. 2019);0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;79
1032;Lyngdal (t.o.m. 2019);0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;117
1034;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;13
1037;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;58
1046;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;26
1101;Eigersund;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;188
1102;Sandnes (t.o.m. 2019);0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;2037
1103;Stavanger;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;4071
1106;Haugesund;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;888
1111;Sokndal;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;40
1112;Lund;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;26
1114;Bjerkreim;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;45
1119;Hå;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;446
1120;Klepp;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;420
1121;Time;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;257
1122;Gjesdal;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;213
1124;Sola;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;780
1127;Randaberg;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;168
1129;Forsand (t.o.m. 2019);0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;16
1130;Strand;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;171
1133;Hjelmeland;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;33
1134;Suldal;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;55
1135;Sauda;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;47
1141;Finnøy (t.o.m. 2019);0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;124
1142;Rennesøy (t.o.m. 2019);0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;104
1144;Kvitsøy;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;11
1145;Bokn;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;13
1146;Tysvær;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;130
1149;Karmøy;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;511
1151;Utsira;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;3
1160;Vindafjord;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;297
1201;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;7449
1211;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;73
1216;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;66
1219;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;162
1221;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;300
1222;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;41
1223;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;43
1224;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;159
1227;Jondal (t.o.m. 2019);0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;9
1228;Odda (t.o.m. 2019);0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;106
1231;Ullensvang (t.o.m. 2019);0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;46
1232;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;19
1233;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;21
1234;Granvin (t.o.m. 2019);0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;12
1235;Voss (t.o.m. 2019);0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;273
1238;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;125
1241;Fusa (t.o.m. 2019);0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;70
1242;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;27
1243;Os (Hordaland) (t.o.m. 2019);0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;515
1244;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;139
1245;Sund (t.o.m. 2019);0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;181
1246;Fjell (t.o.m. 2019);0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;494
1247;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;444
1251;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;46
1252;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;5
1253;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;130
1256;Meland (t.o.m. 2019);0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;103
1259;Øygarden (t.o.m. 2019);0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;38
1260;Radøy (t.o.m. 2019);0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;85
1263;Lindås (t.o.m. 2019);0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;199
1264;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;58
1265;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;5
1266;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;33
1401;Flora (t.o.m. 2019);0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;220
1411;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;50
1412;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;12
1413;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;15
1416;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;63
1417;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;48
1418;Balestrand (t.o.m. 2019);0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;36
1419;Leikanger (t.o.m. 2019);0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;19
1420;Sogndal (t.o.m. 2019);0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;160
1421;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;102
1422;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;69
1424;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;59
1426;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;89
1428;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;23
1429;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;91
1430;Gaular (t.o.m. 2019);0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;48
1431;Jølster (t.o.m. 2019);0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;34
1432;Førde (t.o.m. 2019);0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;225
1433;Naustdal (t.o.m. 2019);0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;36
1438;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;90
1439;Vågsøy (t.o.m. 2019);0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;128
1441;Selje (t.o.m. 2019);0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;34
1443;Eid (t.o.m. 2019);0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;137
1444;Hornindal (t.o.m. 2019);0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;8
1445;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;126
1449;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;222
1502;Molde (t.o.m. 2019);0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;451
1504;;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;1419
1505;Kristiansund;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;416
1511;Vanylven;0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;44
1514;Sande (Møre og Romsdal);0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;137
1515;Herøy (Møre og Romsdal);0-4 år;2018;EU/EFTA-land, Nord-Amerika, Australia og New Zealand;Personer;291
