Kommunenummer;Kommune;Botid i Norge;År;Verdensregion;Enhet;Antall
1714;;Alle;2016;Øst-Europa utenom EU, Asia (inkl.Tyrkia), Afrika, Sør- og Mellom-Amerika og Oseania utenom Australia og New Zealand;Personer;1014
1717;;Alle;2016;Øst-Europa utenom EU, Asia (inkl.Tyrkia), Afrika, Sør- og Mellom-Amerika og Oseania utenom Australia og New Zealand;Personer;53
1718;Leksvik (t.o.m. 2017);Alle;2016;Øst-Europa utenom EU, Asia (inkl.Tyrkia), Afrika, Sør- og Mellom-Amerika og Oseania utenom Australia og New Zealand;Personer;136
1719;;Alle;2016;Øst-Europa utenom EU, Asia (inkl.Tyrkia), Afrika, Sør- og Mellom-Amerika og Oseania utenom Australia og New Zealand;Personer;786
1721;;Alle;2016;Øst-Europa utenom EU, Asia (inkl.Tyrkia), Afrika, Sør- og Mellom-Amerika og Oseania utenom Australia og New Zealand;Personer;488
1724;;Alle;2016;Øst-Europa utenom EU, Asia (inkl.Tyrkia), Afrika, Sør- og Mellom-Amerika og Oseania utenom Australia og New Zealand;Personer;100
1725;;Alle;2016;Øst-Europa utenom EU, Asia (inkl.Tyrkia), Afrika, Sør- og Mellom-Amerika og Oseania utenom Australia og New Zealand;Personer;21
1736;;Alle;2016;Øst-Europa utenom EU, Asia (inkl.Tyrkia), Afrika, Sør- og Mellom-Amerika og Oseania utenom Australia og New Zealand;Personer;43
1738;;Alle;2016;Øst-Europa utenom EU, Asia (inkl.Tyrkia), Afrika, Sør- og Mellom-Amerika og Oseania utenom Australia og New Zealand;Personer;19
1739;;Alle;2016;Øst-Europa utenom EU, Asia (inkl.Tyrkia), Afrika, Sør- og Mellom-Amerika og Oseania utenom Australia og New Zealand;Personer;3
1740;;Alle;2016;Øst-Europa utenom EU, Asia (inkl.Tyrkia), Afrika, Sør- og Mellom-Amerika og Oseania utenom Australia og New Zealand;Personer;16
1742;;Alle;2016;Øst-Europa utenom EU, Asia (inkl.Tyrkia), Afrika, Sør- og Mellom-Amerika og Oseania utenom Australia og New Zealand;Personer;174
1743;;Alle;2016;Øst-Europa utenom EU, Asia (inkl.Tyrkia), Afrika, Sør- og Mellom-Amerika og Oseania utenom Australia og New Zealand;Personer;17
1744;;Alle;2016;Øst-Europa utenom EU, Asia (inkl.Tyrkia), Afrika, Sør- og Mellom-Amerika og Oseania utenom Australia og New Zealand;Personer;96
1748;;Alle;2016;Øst-Europa utenom EU, Asia (inkl.Tyrkia), Afrika, Sør- og Mellom-Amerika og Oseania utenom Australia og New Zealand;Personer;14
1749;;Alle;2016;Øst-Europa utenom EU, Asia (inkl.Tyrkia), Afrika, Sør- og Mellom-Amerika og Oseania utenom Australia og New Zealand;Personer;14
1750;;Alle;2016;Øst-Europa utenom EU, Asia (inkl.Tyrkia), Afrika, Sør- og Mellom-Amerika og Oseania utenom Australia og New Zealand;Personer;177
1751;;Alle;2016;Øst-Europa utenom EU, Asia (inkl.Tyrkia), Afrika, Sør- og Mellom-Amerika og Oseania utenom Australia og New Zealand;Personer;197
1755;;Alle;2016;Øst-Europa utenom EU, Asia (inkl.Tyrkia), Afrika, Sør- og Mellom-Amerika og Oseania utenom Australia og New Zealand;Personer;13
1756;;Alle;2016;Øst-Europa utenom EU, Asia (inkl.Tyrkia), Afrika, Sør- og Mellom-Amerika og Oseania utenom Australia og New Zealand;Personer;156
1804;Bodø;Alle;2016;Øst-Europa utenom EU, Asia (inkl.Tyrkia), Afrika, Sør- og Mellom-Amerika og Oseania utenom Australia og New Zealand;Personer;2251
1805;Narvik (t.o.m. 2019);Alle;2016;Øst-Europa utenom EU, Asia (inkl.Tyrkia), Afrika, Sør- og Mellom-Amerika og Oseania utenom Australia og New Zealand;Personer;1008
1811;Bindal;Alle;2016;Øst-Europa utenom EU, Asia (inkl.Tyrkia), Afrika, Sør- og Mellom-Amerika og Oseania utenom Australia og New Zealand;Personer;9
1812;Sømna;Alle;2016;Øst-Europa utenom EU, Asia (inkl.Tyrkia), Afrika, Sør- og Mellom-Amerika og Oseania utenom Australia og New Zealand;Personer;81
1813;Brønnøy;Alle;2016;Øst-Europa utenom EU, Asia (inkl.Tyrkia), Afrika, Sør- og Mellom-Amerika og Oseania utenom Australia og New Zealand;Personer;350
1815;Vega;Alle;2016;Øst-Europa utenom EU, Asia (inkl.Tyrkia), Afrika, Sør- og Mellom-Amerika og Oseania utenom Australia og New Zealand;Personer;24
1816;Vevelstad;Alle;2016;Øst-Europa utenom EU, Asia (inkl.Tyrkia), Afrika, Sør- og Mellom-Amerika og Oseania utenom Australia og New Zealand;Personer;25
1818;Herøy (Nordland);Alle;2016;Øst-Europa utenom EU, Asia (inkl.Tyrkia), Afrika, Sør- og Mellom-Amerika og Oseania utenom Australia og New Zealand;Personer;78
1820;Alstahaug;Alle;2016;Øst-Europa utenom EU, Asia (inkl.Tyrkia), Afrika, Sør- og Mellom-Amerika og Oseania utenom Australia og New Zealand;Personer;429
1822;Leirfjord;Alle;2016;Øst-Europa utenom EU, Asia (inkl.Tyrkia), Afrika, Sør- og Mellom-Amerika og Oseania utenom Australia og New Zealand;Personer;178
1824;Vefsn;Alle;2016;Øst-Europa utenom EU, Asia (inkl.Tyrkia), Afrika, Sør- og Mellom-Amerika og Oseania utenom Australia og New Zealand;Personer;471
1825;Grane;Alle;2016;Øst-Europa utenom EU, Asia (inkl.Tyrkia), Afrika, Sør- og Mellom-Amerika og Oseania utenom Australia og New Zealand;Personer;30
1826;Hattfjelldal;Alle;2016;Øst-Europa utenom EU, Asia (inkl.Tyrkia), Afrika, Sør- og Mellom-Amerika og Oseania utenom Australia og New Zealand;Personer;78
1827;Dønna;Alle;2016;Øst-Europa utenom EU, Asia (inkl.Tyrkia), Afrika, Sør- og Mellom-Amerika og Oseania utenom Australia og New Zealand;Personer;54
1828;Nesna;Alle;2016;Øst-Europa utenom EU, Asia (inkl.Tyrkia), Afrika, Sør- og Mellom-Amerika og Oseania utenom Australia og New Zealand;Personer;173
1832;Hemnes;Alle;2016;Øst-Europa utenom EU, Asia (inkl.Tyrkia), Afrika, Sør- og Mellom-Amerika og Oseania utenom Australia og New Zealand;Personer;104
1833;Rana;Alle;2016;Øst-Europa utenom EU, Asia (inkl.Tyrkia), Afrika, Sør- og Mellom-Amerika og Oseania utenom Australia og New Zealand;Personer;798
1834;Lurøy;Alle;2016;Øst-Europa utenom EU, Asia (inkl.Tyrkia), Afrika, Sør- og Mellom-Amerika og Oseania utenom Australia og New Zealand;Personer;27
1835;Træna;Alle;2016;Øst-Europa utenom EU, Asia (inkl.Tyrkia), Afrika, Sør- og Mellom-Amerika og Oseania utenom Australia og New Zealand;Personer;16
1836;Rødøy;Alle;2016;Øst-Europa utenom EU, Asia (inkl.Tyrkia), Afrika, Sør- og Mellom-Amerika og Oseania utenom Australia og New Zealand;Personer;28
1837;Meløy;Alle;2016;Øst-Europa utenom EU, Asia (inkl.Tyrkia), Afrika, Sør- og Mellom-Amerika og Oseania utenom Australia og New Zealand;Personer;217
1838;Gildeskål;Alle;2016;Øst-Europa utenom EU, Asia (inkl.Tyrkia), Afrika, Sør- og Mellom-Amerika og Oseania utenom Australia og New Zealand;Personer;129
1839;Beiarn;Alle;2016;Øst-Europa utenom EU, Asia (inkl.Tyrkia), Afrika, Sør- og Mellom-Amerika og Oseania utenom Australia og New Zealand;Personer;30
1840;Saltdal;Alle;2016;Øst-Europa utenom EU, Asia (inkl.Tyrkia), Afrika, Sør- og Mellom-Amerika og Oseania utenom Australia og New Zealand;Personer;226
1841;Fauske;Alle;2016;Øst-Europa utenom EU, Asia (inkl.Tyrkia), Afrika, Sør- og Mellom-Amerika og Oseania utenom Australia og New Zealand;Personer;351
1845;Sørfold;Alle;2016;Øst-Europa utenom EU, Asia (inkl.Tyrkia), Afrika, Sør- og Mellom-Amerika og Oseania utenom Australia og New Zealand;Personer;35
1848;Steigen;Alle;2016;Øst-Europa utenom EU, Asia (inkl.Tyrkia), Afrika, Sør- og Mellom-Amerika og Oseania utenom Australia og New Zealand;Personer;74
1849;Hamarøy (t.o.m. 2019);Alle;2016;Øst-Europa utenom EU, Asia (inkl.Tyrkia), Afrika, Sør- og Mellom-Amerika og Oseania utenom Australia og New Zealand;Personer;121
1850;Tysfjord (t.o.m. 2019);Alle;2016;Øst-Europa utenom EU, Asia (inkl.Tyrkia), Afrika, Sør- og Mellom-Amerika og Oseania utenom Australia og New Zealand;Personer;48
1851;Lødingen;Alle;2016;Øst-Europa utenom EU, Asia (inkl.Tyrkia), Afrika, Sør- og Mellom-Amerika og Oseania utenom Australia og New Zealand;Personer;177
1852;Tjeldsund (t.o.m. 2019);Alle;2016;Øst-Europa utenom EU, Asia (inkl.Tyrkia), Afrika, Sør- og Mellom-Amerika og Oseania utenom Australia og New Zealand;Personer;27
1853;Evenes;Alle;2016;Øst-Europa utenom EU, Asia (inkl.Tyrkia), Afrika, Sør- og Mellom-Amerika og Oseania utenom Australia og New Zealand;Personer;74
1854;Ballangen (t.o.m. 2019);Alle;2016;Øst-Europa utenom EU, Asia (inkl.Tyrkia), Afrika, Sør- og Mellom-Amerika og Oseania utenom Australia og New Zealand;Personer;104
1856;Røst;Alle;2016;Øst-Europa utenom EU, Asia (inkl.Tyrkia), Afrika, Sør- og Mellom-Amerika og Oseania utenom Australia og New Zealand;Personer;11
1857;Værøy;Alle;2016;Øst-Europa utenom EU, Asia (inkl.Tyrkia), Afrika, Sør- og Mellom-Amerika og Oseania utenom Australia og New Zealand;Personer;14
1859;Flakstad;Alle;2016;Øst-Europa utenom EU, Asia (inkl.Tyrkia), Afrika, Sør- og Mellom-Amerika og Oseania utenom Australia og New Zealand;Personer;19
1860;Vestvågøy;Alle;2016;Øst-Europa utenom EU, Asia (inkl.Tyrkia), Afrika, Sør- og Mellom-Amerika og Oseania utenom Australia og New Zealand;Personer;517
1865;Vågan;Alle;2016;Øst-Europa utenom EU, Asia (inkl.Tyrkia), Afrika, Sør- og Mellom-Amerika og Oseania utenom Australia og New Zealand;Personer;548
1866;Hadsel;Alle;2016;Øst-Europa utenom EU, Asia (inkl.Tyrkia), Afrika, Sør- og Mellom-Amerika og Oseania utenom Australia og New Zealand;Personer;488
1867;Bø (Nordland);Alle;2016;Øst-Europa utenom EU, Asia (inkl.Tyrkia), Afrika, Sør- og Mellom-Amerika og Oseania utenom Australia og New Zealand;Personer;115
1868;Øksnes;Alle;2016;Øst-Europa utenom EU, Asia (inkl.Tyrkia), Afrika, Sør- og Mellom-Amerika og Oseania utenom Australia og New Zealand;Personer;131
1870;Sortland;Alle;2016;Øst-Europa utenom EU, Asia (inkl.Tyrkia), Afrika, Sør- og Mellom-Amerika og Oseania utenom Australia og New Zealand;Personer;450
1871;Andøy;Alle;2016;Øst-Europa utenom EU, Asia (inkl.Tyrkia), Afrika, Sør- og Mellom-Amerika og Oseania utenom Australia og New Zealand;Personer;262
1874;Moskenes;Alle;2016;Øst-Europa utenom EU, Asia (inkl.Tyrkia), Afrika, Sør- og Mellom-Amerika og Oseania utenom Australia og New Zealand;Personer;16
1902;;Alle;2016;Øst-Europa utenom EU, Asia (inkl.Tyrkia), Afrika, Sør- og Mellom-Amerika og Oseania utenom Australia og New Zealand;Personer;3882
1903;;Alle;2016;Øst-Europa utenom EU, Asia (inkl.Tyrkia), Afrika, Sør- og Mellom-Amerika og Oseania utenom Australia og New Zealand;Personer;1305
1911;;Alle;2016;Øst-Europa utenom EU, Asia (inkl.Tyrkia), Afrika, Sør- og Mellom-Amerika og Oseania utenom Australia og New Zealand;Personer;207
1913;Skånland (t.o.m. 2019);Alle;2016;Øst-Europa utenom EU, Asia (inkl.Tyrkia), Afrika, Sør- og Mellom-Amerika og Oseania utenom Australia og New Zealand;Personer;109
1917;;Alle;2016;Øst-Europa utenom EU, Asia (inkl.Tyrkia), Afrika, Sør- og Mellom-Amerika og Oseania utenom Australia og New Zealand;Personer;55
1919;;Alle;2016;Øst-Europa utenom EU, Asia (inkl.Tyrkia), Afrika, Sør- og Mellom-Amerika og Oseania utenom Australia og New Zealand;Personer;51
1920;;Alle;2016;Øst-Europa utenom EU, Asia (inkl.Tyrkia), Afrika, Sør- og Mellom-Amerika og Oseania utenom Australia og New Zealand;Personer;70
1922;;Alle;2016;Øst-Europa utenom EU, Asia (inkl.Tyrkia), Afrika, Sør- og Mellom-Amerika og Oseania utenom Australia og New Zealand;Personer;173
1923;;Alle;2016;Øst-Europa utenom EU, Asia (inkl.Tyrkia), Afrika, Sør- og Mellom-Amerika og Oseania utenom Australia og New Zealand;Personer;176
1924;;Alle;2016;Øst-Europa utenom EU, Asia (inkl.Tyrkia), Afrika, Sør- og Mellom-Amerika og Oseania utenom Australia og New Zealand;Personer;186
1925;;Alle;2016;Øst-Europa utenom EU, Asia (inkl.Tyrkia), Afrika, Sør- og Mellom-Amerika og Oseania utenom Australia og New Zealand;Personer;124
1926;;Alle;2016;Øst-Europa utenom EU, Asia (inkl.Tyrkia), Afrika, Sør- og Mellom-Amerika og Oseania utenom Australia og New Zealand;Personer;22
1927;Tranøy (t.o.m. 2019);Alle;2016;Øst-Europa utenom EU, Asia (inkl.Tyrkia), Afrika, Sør- og Mellom-Amerika og Oseania utenom Australia og New Zealand;Personer;105
1928;Torsken (t.o.m. 2019);Alle;2016;Øst-Europa utenom EU, Asia (inkl.Tyrkia), Afrika, Sør- og Mellom-Amerika og Oseania utenom Australia og New Zealand;Personer;47
1929;Berg (t.o.m. 2019);Alle;2016;Øst-Europa utenom EU, Asia (inkl.Tyrkia), Afrika, Sør- og Mellom-Amerika og Oseania utenom Australia og New Zealand;Personer;74
1931;Lenvik (t.o.m. 2019);Alle;2016;Øst-Europa utenom EU, Asia (inkl.Tyrkia), Afrika, Sør- og Mellom-Amerika og Oseania utenom Australia og New Zealand;Personer;547
1933;;Alle;2016;Øst-Europa utenom EU, Asia (inkl.Tyrkia), Afrika, Sør- og Mellom-Amerika og Oseania utenom Australia og New Zealand;Personer;106
1936;;Alle;2016;Øst-Europa utenom EU, Asia (inkl.Tyrkia), Afrika, Sør- og Mellom-Amerika og Oseania utenom Australia og New Zealand;Personer;68
1938;;Alle;2016;Øst-Europa utenom EU, Asia (inkl.Tyrkia), Afrika, Sør- og Mellom-Amerika og Oseania utenom Australia og New Zealand;Personer;53
1939;;Alle;2016;Øst-Europa utenom EU, Asia (inkl.Tyrkia), Afrika, Sør- og Mellom-Amerika og Oseania utenom Australia og New Zealand;Personer;56
1940;;Alle;2016;Øst-Europa utenom EU, Asia (inkl.Tyrkia), Afrika, Sør- og Mellom-Amerika og Oseania utenom Australia og New Zealand;Personer;54
1941;;Alle;2016;Øst-Europa utenom EU, Asia (inkl.Tyrkia), Afrika, Sør- og Mellom-Amerika og Oseania utenom Australia og New Zealand;Personer;102
1942;;Alle;2016;Øst-Europa utenom EU, Asia (inkl.Tyrkia), Afrika, Sør- og Mellom-Amerika og Oseania utenom Australia og New Zealand;Personer;164
1943;;Alle;2016;Øst-Europa utenom EU, Asia (inkl.Tyrkia), Afrika, Sør- og Mellom-Amerika og Oseania utenom Australia og New Zealand;Personer;19
2002;;Alle;2016;Øst-Europa utenom EU, Asia (inkl.Tyrkia), Afrika, Sør- og Mellom-Amerika og Oseania utenom Australia og New Zealand;Personer;89
2003;;Alle;2016;Øst-Europa utenom EU, Asia (inkl.Tyrkia), Afrika, Sør- og Mellom-Amerika og Oseania utenom Australia og New Zealand;Personer;818
2004;Hammerfest (t.o.m. 2019);Alle;2016;Øst-Europa utenom EU, Asia (inkl.Tyrkia), Afrika, Sør- og Mellom-Amerika og Oseania utenom Australia og New Zealand;Personer;849
2011;;Alle;2016;Øst-Europa utenom EU, Asia (inkl.Tyrkia), Afrika, Sør- og Mellom-Amerika og Oseania utenom Australia og New Zealand;Personer;39
2012;;Alle;2016;Øst-Europa utenom EU, Asia (inkl.Tyrkia), Afrika, Sør- og Mellom-Amerika og Oseania utenom Australia og New Zealand;Personer;882
2014;;Alle;2016;Øst-Europa utenom EU, Asia (inkl.Tyrkia), Afrika, Sør- og Mellom-Amerika og Oseania utenom Australia og New Zealand;Personer;31
2015;;Alle;2016;Øst-Europa utenom EU, Asia (inkl.Tyrkia), Afrika, Sør- og Mellom-Amerika og Oseania utenom Australia og New Zealand;Personer;29
2017;Kvalsund (t.o.m. 2019);Alle;2016;Øst-Europa utenom EU, Asia (inkl.Tyrkia), Afrika, Sør- og Mellom-Amerika og Oseania utenom Australia og New Zealand;Personer;23
2018;;Alle;2016;Øst-Europa utenom EU, Asia (inkl.Tyrkia), Afrika, Sør- og Mellom-Amerika og Oseania utenom Australia og New Zealand;Personer;45
2019;;Alle;2016;Øst-Europa utenom EU, Asia (inkl.Tyrkia), Afrika, Sør- og Mellom-Amerika og Oseania utenom Australia og New Zealand;Personer;165
2020;;Alle;2016;Øst-Europa utenom EU, Asia (inkl.Tyrkia), Afrika, Sør- og Mellom-Amerika og Oseania utenom Australia og New Zealand;Personer;173
2021;;Alle;2016;Øst-Europa utenom EU, Asia (inkl.Tyrkia), Afrika, Sør- og Mellom-Amerika og Oseania utenom Australia og New Zealand;Personer;47
2022;;Alle;2016;Øst-Europa utenom EU, Asia (inkl.Tyrkia), Afrika, Sør- og Mellom-Amerika og Oseania utenom Australia og New Zealand;Personer;45
2023;;Alle;2016;Øst-Europa utenom EU, Asia (inkl.Tyrkia), Afrika, Sør- og Mellom-Amerika og Oseania utenom Australia og New Zealand;Personer;60
2024;;Alle;2016;Øst-Europa utenom EU, Asia (inkl.Tyrkia), Afrika, Sør- og Mellom-Amerika og Oseania utenom Australia og New Zealand;Personer;21
2025;;Alle;2016;Øst-Europa utenom EU, Asia (inkl.Tyrkia), Afrika, Sør- og Mellom-Amerika og Oseania utenom Australia og New Zealand;Personer;120
2027;;Alle;2016;Øst-Europa utenom EU, Asia (inkl.Tyrkia), Afrika, Sør- og Mellom-Amerika og Oseania utenom Australia og New Zealand;Personer;67
2028;;Alle;2016;Øst-Europa utenom EU, Asia (inkl.Tyrkia), Afrika, Sør- og Mellom-Amerika og Oseania utenom Australia og New Zealand;Personer;142
2030;;Alle;2016;Øst-Europa utenom EU, Asia (inkl.Tyrkia), Afrika, Sør- og Mellom-Amerika og Oseania utenom Australia og New Zealand;Personer;783
0101;;0-4 år;2016;Alle;Personer;748
0104;Moss (t.o.m. 2019);0-4 år;2016;Alle;Personer;1287
0105;;0-4 år;2016;Alle;Personer;1685
0106;;0-4 år;2016;Alle;Personer;2378
0111;;0-4 år;2016;Alle;Personer;100
0118;;0-4 år;2016;Alle;Personer;31
0119;;0-4 år;2016;Alle;Personer;59
0121;Rømskog (t.o.m. 2019);0-4 år;2016;Alle;Personer;16
0122;Trøgstad (t.o.m. 2019);0-4 år;2016;Alle;Personer;175
0123;Spydeberg (t.o.m. 2019);0-4 år;2016;Alle;Personer;254
0124;Askim (t.o.m. 2019);0-4 år;2016;Alle;Personer;464
0125;Eidsberg (t.o.m. 2019);0-4 år;2016;Alle;Personer;460
0127;;0-4 år;2016;Alle;Personer;116
0128;;0-4 år;2016;Alle;Personer;295
0135;;0-4 år;2016;Alle;Personer;260
0136;Rygge (t.o.m. 2019);0-4 år;2016;Alle;Personer;414
0137;;0-4 år;2016;Alle;Personer;182
0138;Hobøl (t.o.m. 2019);0-4 år;2016;Alle;Personer;290
0211;;0-4 år;2016;Alle;Personer;613
0213;Ski (t.o.m. 2019);0-4 år;2016;Alle;Personer;1056
0214;;0-4 år;2016;Alle;Personer;1423
0215;;0-4 år;2016;Alle;Personer;486
0216;;0-4 år;2016;Alle;Personer;572
0217;Oppegård (t.o.m. 2019);0-4 år;2016;Alle;Personer;874
0219;;0-4 år;2016;Alle;Personer;6529
0220;Asker (t.o.m. 2019);0-4 år;2016;Alle;Personer;3144
0221;Aurskog-Høland (t.o.m. 2019);0-4 år;2016;Alle;Personer;601
0226;Sørum (t.o.m. 2019);0-4 år;2016;Alle;Personer;823
0227;Fet (t.o.m. 2019);0-4 år;2016;Alle;Personer;472
0228;;0-4 år;2016;Alle;Personer;776
0229;;0-4 år;2016;Alle;Personer;419
0230;;0-4 år;2016;Alle;Personer;1742
0231;Skedsmo (t.o.m. 2019);0-4 år;2016;Alle;Personer;2438
0233;;0-4 år;2016;Alle;Personer;726
0234;;0-4 år;2016;Alle;Personer;284
0235;;0-4 år;2016;Alle;Personer;1836
0236;;0-4 år;2016;Alle;Personer;690
0237;;0-4 år;2016;Alle;Personer;860
0238;;0-4 år;2016;Alle;Personer;637
0239;;0-4 år;2016;Alle;Personer;88
0301;Oslo;0-4 år;2016;Alle;Personer;50194
0402;;0-4 år;2016;Alle;Personer;489
0403;;0-4 år;2016;Alle;Personer;992
0412;;0-4 år;2016;Alle;Personer;952
0415;;0-4 år;2016;Alle;Personer;232
0417;;0-4 år;2016;Alle;Personer;663
0418;;0-4 år;2016;Alle;Personer;81
0419;;0-4 år;2016;Alle;Personer;182
0420;;0-4 år;2016;Alle;Personer;103
0423;;0-4 år;2016;Alle;Personer;103
0425;;0-4 år;2016;Alle;Personer;220
0426;;0-4 år;2016;Alle;Personer;98
0427;;0-4 år;2016;Alle;Personer;703
0428;;0-4 år;2016;Alle;Personer;268
0429;;0-4 år;2016;Alle;Personer;127
0430;;0-4 år;2016;Alle;Personer;218
0432;;0-4 år;2016;Alle;Personer;60
0434;;0-4 år;2016;Alle;Personer;68
0436;;0-4 år;2016;Alle;Personer;67
0437;;0-4 år;2016;Alle;Personer;281
0438;;0-4 år;2016;Alle;Personer;59
0439;;0-4 år;2016;Alle;Personer;31
0441;;0-4 år;2016;Alle;Personer;68
0501;;0-4 år;2016;Alle;Personer;896
0502;;0-4 år;2016;Alle;Personer;1128
0511;;0-4 år;2016;Alle;Personer;135
0512;;0-4 år;2016;Alle;Personer;57
0513;;0-4 år;2016;Alle;Personer;59
0514;;0-4 år;2016;Alle;Personer;68
0515;;0-4 år;2016;Alle;Personer;93
0516;;0-4 år;2016;Alle;Personer;186
0517;;0-4 år;2016;Alle;Personer;226
0519;;0-4 år;2016;Alle;Personer;92
0520;;0-4 år;2016;Alle;Personer;175
0521;;0-4 år;2016;Alle;Personer;243
0522;;0-4 år;2016;Alle;Personer;132
0528;;0-4 år;2016;Alle;Personer;503
0529;;0-4 år;2016;Alle;Personer;370
0532;;0-4 år;2016;Alle;Personer;156
0533;;0-4 år;2016;Alle;Personer;362
0534;;0-4 år;2016;Alle;Personer;473
0536;;0-4 år;2016;Alle;Personer;174
0538;;0-4 år;2016;Alle;Personer;210
0540;;0-4 år;2016;Alle;Personer;83
0541;;0-4 år;2016;Alle;Personer;56
0542;;0-4 år;2016;Alle;Personer;212
0543;;0-4 år;2016;Alle;Personer;71
0544;;0-4 år;2016;Alle;Personer;138
0545;;0-4 år;2016;Alle;Personer;132
0602;Drammen (t.o.m. 2019);0-4 år;2016;Alle;Personer;4051
0604;;0-4 år;2016;Alle;Personer;1419
0605;;0-4 år;2016;Alle;Personer;1081
0612;;0-4 år;2016;Alle;Personer;330
0615;;0-4 år;2016;Alle;Personer;75
0616;;0-4 år;2016;Alle;Personer;162
0617;;0-4 år;2016;Alle;Personer;279
0618;;0-4 år;2016;Alle;Personer;276
0619;;0-4 år;2016;Alle;Personer;162
0620;;0-4 år;2016;Alle;Personer;299
0621;;0-4 år;2016;Alle;Personer;101
0622;;0-4 år;2016;Alle;Personer;134
0623;;0-4 år;2016;Alle;Personer;411
0624;;0-4 år;2016;Alle;Personer;767
0625;Nedre Eiker (t.o.m. 2019);0-4 år;2016;Alle;Personer;980
0626;;0-4 år;2016;Alle;Personer;1312
0627;Røyken (t.o.m. 2019);0-4 år;2016;Alle;Personer;899
0628;Hurum (t.o.m. 2019);0-4 år;2016;Alle;Personer;398
0631;;0-4 år;2016;Alle;Personer;146
0632;;0-4 år;2016;Alle;Personer;70
0633;;0-4 år;2016;Alle;Personer;124
0701;;0-4 år;2016;Alle;Personer;1105
0702;Holmestrand (t.o.m. 2017);0-4 år;2016;Alle;Personer;342
0704;Tønsberg (t.o.m. 2019);0-4 år;2016;Alle;Personer;1593
0706;Sandefjord (t.o.m. 2016);0-4 år;2016;Alle;Personer;1872
0709;Larvik (t.o.m. 2017);0-4 år;2016;Alle;Personer;1447
0711;Svelvik (t.o.m. 2019);0-4 år;2016;Alle;Personer;226
0713;Sande (Vestfold) (t.o.m. 2019);0-4 år;2016;Alle;Personer;375
0714;Hof (t.o.m. 2017);0-4 år;2016;Alle;Personer;114
0716;Re (t.o.m. 2019);0-4 år;2016;Alle;Personer;317
0719;Andebu (t.o.m. 2016);0-4 år;2016;Alle;Personer;248
0720;Stokke (t.o.m. 2016);0-4 år;2016;Alle;Personer;521
0722;Nøtterøy (t.o.m. 2017);0-4 år;2016;Alle;Personer;645
0723;Tjøme (t.o.m. 2017);0-4 år;2016;Alle;Personer;194
0728;Lardal (t.o.m. 2017);0-4 år;2016;Alle;Personer;72
0805;;0-4 år;2016;Alle;Personer;1126
0806;;0-4 år;2016;Alle;Personer;1687
0807;;0-4 år;2016;Alle;Personer;542
0811;;0-4 år;2016;Alle;Personer;68
0814;;0-4 år;2016;Alle;Personer;385
0815;;0-4 år;2016;Alle;Personer;414
0817;;0-4 år;2016;Alle;Personer;141
0819;;0-4 år;2016;Alle;Personer;260
0821;Bø (Telemark)  (t.o.m. 2019);0-4 år;2016;Alle;Personer;326
0822;Sauherad (t.o.m. 2019);0-4 år;2016;Alle;Personer;227
0826;;0-4 år;2016;Alle;Personer;288
0827;;0-4 år;2016;Alle;Personer;74
0828;;0-4 år;2016;Alle;Personer;103
0829;;0-4 år;2016;Alle;Personer;45
0830;;0-4 år;2016;Alle;Personer;61
0831;;0-4 år;2016;Alle;Personer;70
0833;;0-4 år;2016;Alle;Personer;34
0834;;0-4 år;2016;Alle;Personer;142
0901;;0-4 år;2016;Alle;Personer;261
0904;;0-4 år;2016;Alle;Personer;994
0906;;0-4 år;2016;Alle;Personer;1702
0911;;0-4 år;2016;Alle;Personer;83
0912;;0-4 år;2016;Alle;Personer;82
0914;;0-4 år;2016;Alle;Personer;158
0919;;0-4 år;2016;Alle;Personer;107
0926;;0-4 år;2016;Alle;Personer;361
0928;;0-4 år;2016;Alle;Personer;165
0929;;0-4 år;2016;Alle;Personer;85
0935;;0-4 år;2016;Alle;Personer;45
0937;;0-4 år;2016;Alle;Personer;103
0938;;0-4 år;2016;Alle;Personer;49
0940;;0-4 år;2016;Alle;Personer;53
0941;;0-4 år;2016;Alle;Personer;72
1001;Kristiansand (t.o.m. 2019);0-4 år;2016;Alle;Personer;3605
1002;Mandal (t.o.m. 2019);0-4 år;2016;Alle;Personer;579
1003;;0-4 år;2016;Alle;Personer;430
1004;;0-4 år;2016;Alle;Personer;327
1014;;0-4 år;2016;Alle;Personer;431
1017;Songdalen (t.o.m. 2019);0-4 år;2016;Alle;Personer;238
1018;Søgne (t.o.m. 2019);0-4 år;2016;Alle;Personer;330
1021;Marnardal (t.o.m. 2019);0-4 år;2016;Alle;Personer;54
1026;;0-4 år;2016;Alle;Personer;34
1027;Audnedal (t.o.m. 2019);0-4 år;2016;Alle;Personer;65
1029;Lindesnes (t.o.m. 2019);0-4 år;2016;Alle;Personer;183
1032;Lyngdal (t.o.m. 2019);0-4 år;2016;Alle;Personer;413
1034;;0-4 år;2016;Alle;Personer;52
1037;;0-4 år;2016;Alle;Personer;264
1046;;0-4 år;2016;Alle;Personer;68
1101;Eigersund;0-4 år;2016;Alle;Personer;597
1102;Sandnes (t.o.m. 2019);0-4 år;2016;Alle;Personer;4784
1103;Stavanger;0-4 år;2016;Alle;Personer;9978
1106;Haugesund;0-4 år;2016;Alle;Personer;2199
1111;Sokndal;0-4 år;2016;Alle;Personer;94
1112;Lund;0-4 år;2016;Alle;Personer;126
