Kommunenummer;Kommune;Kjønn;År;Innvandringsgrunn;Enhet;Antall
0511;;Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;9.1
0517;;Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;7.9
0538;;Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;17.2
0540;;Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;12.6
0544;;Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;8.5
0545;;Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;12.2
0602;Drammen (t.o.m. 2019);Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;19.7
0604;;Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;14.3
0605;;Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;16.4
0617;;Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;15.7
0622;;Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;5.8
0624;;Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;13.7
0625;Nedre Eiker (t.o.m. 2019);Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;18.7
0627;Røyken (t.o.m. 2019);Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;9.6
0628;Hurum (t.o.m. 2019);Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;9.3
0713;Sande (Vestfold) (t.o.m. 2019);Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;14.0
0716;Re (t.o.m. 2019);Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;16.8
0723;Tjøme (t.o.m. 2017);Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;11.7
0805;;Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;18.3
0807;;Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;12.1
0817;;Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;8.8
0822;Sauherad (t.o.m. 2019);Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;25.2
0827;;Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;0.0
0830;;Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;4.2
0906;;Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;17.6
0912;;Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;32.4
0914;;Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;16.2
0926;;Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;19.6
1002;Mandal (t.o.m. 2019);Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;15.4
1003;;Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;17.9
1004;;Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;14.2
1014;;Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;18.1
1021;Marnardal (t.o.m. 2019);Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;17.3
1029;Lindesnes (t.o.m. 2019);Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;18.1
1037;;Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;17.3
1106;Haugesund;Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;14.0
1112;Lund;Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;22.6
1130;Strand;Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;12.0
1134;Suldal;Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;10.5
1141;Finnøy (t.o.m. 2019);Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;0.0
1145;Bokn;Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;0.0
1201;;Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;15.1
1216;;Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;16.0
1219;;Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;13.3
1231;Ullensvang (t.o.m. 2019);Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;12.9
1233;;Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;9.7
1235;Voss (t.o.m. 2019);Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;17.7
1244;;Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;2.3
1251;;Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;9.7
1253;;Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;3.3
1256;Meland (t.o.m. 2019);Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;8.3
1264;;Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;1.6
1266;;Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;0.0
1418;Balestrand (t.o.m. 2019);Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;2.1
1420;Sogndal (t.o.m. 2019);Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;16.6
1421;;Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;0.0
1422;;Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;12.2
1433;Naustdal (t.o.m. 2019);Alle;2009;Flyktninger og deres familieinnvandrede;Prosent;15.6
1523;Ørskog (t.o.m. 2019);Alle;2009;Flyktninger og deres familieinnvandrede;Prosent;29.4
1524;Norddal (t.o.m. 2019);Alle;2009;Flyktninger og deres familieinnvandrede;Prosent;8.4
1539;Rauma;Alle;2009;Flyktninger og deres familieinnvandrede;Prosent;3.5
1543;Nesset (t.o.m. 2019);Alle;2009;Flyktninger og deres familieinnvandrede;Prosent;3.2
1545;Midsund (t.o.m. 2019);Alle;2009;Flyktninger og deres familieinnvandrede;Prosent;20.6
1557;Gjemnes;Alle;2009;Flyktninger og deres familieinnvandrede;Prosent;31.9
1613;;Alle;2009;Flyktninger og deres familieinnvandrede;Prosent;8.1
1621;;Alle;2009;Flyktninger og deres familieinnvandrede;Prosent;1.9
1624;Rissa (t.o.m. 2017);Alle;2009;Flyktninger og deres familieinnvandrede;Prosent;4.3
1632;;Alle;2009;Flyktninger og deres familieinnvandrede;Prosent;0.0
1635;;Alle;2009;Flyktninger og deres familieinnvandrede;Prosent;5.6
1638;;Alle;2009;Flyktninger og deres familieinnvandrede;Prosent;37.0
1644;;Alle;2009;Flyktninger og deres familieinnvandrede;Prosent;5.5
1653;;Alle;2009;Flyktninger og deres familieinnvandrede;Prosent;39.2
1657;;Alle;2009;Flyktninger og deres familieinnvandrede;Prosent;40.8
1663;;Alle;2009;Flyktninger og deres familieinnvandrede;Prosent;22.7
1719;;Alle;2009;Flyktninger og deres familieinnvandrede;Prosent;37.0
1724;;Alle;2009;Flyktninger og deres familieinnvandrede;Prosent;0.0
1740;;Alle;2009;Flyktninger og deres familieinnvandrede;Prosent;9.4
1742;;Alle;2009;Flyktninger og deres familieinnvandrede;Prosent;54.7
1751;;Alle;2009;Flyktninger og deres familieinnvandrede;Prosent;4.5
1755;;Alle;2009;Flyktninger og deres familieinnvandrede;Prosent;0.0
1811;Bindal;Alle;2009;Flyktninger og deres familieinnvandrede;Prosent;0.0
1815;Vega;Alle;2009;Flyktninger og deres familieinnvandrede;Prosent;0.0
1832;Hemnes;Alle;2009;Flyktninger og deres familieinnvandrede;Prosent;38.8
1857;Værøy;Alle;2009;Flyktninger og deres familieinnvandrede;Prosent;0.0
1865;Vågan;Alle;2009;Flyktninger og deres familieinnvandrede;Prosent;42.5
1903;;Alle;2009;Flyktninger og deres familieinnvandrede;Prosent;34.5
1913;Skånland (t.o.m. 2019);Alle;2009;Flyktninger og deres familieinnvandrede;Prosent;8.2
1920;;Alle;2009;Flyktninger og deres familieinnvandrede;Prosent;47.1
1922;;Alle;2009;Flyktninger og deres familieinnvandrede;Prosent;57.0
1924;;Alle;2009;Flyktninger og deres familieinnvandrede;Prosent;2.2
1927;Tranøy (t.o.m. 2019);Alle;2009;Flyktninger og deres familieinnvandrede;Prosent;0.0
1936;;Alle;2009;Flyktninger og deres familieinnvandrede;Prosent;6.8
1940;;Alle;2009;Flyktninger og deres familieinnvandrede;Prosent;0.0
1941;;Alle;2009;Flyktninger og deres familieinnvandrede;Prosent;36.5
1942;;Alle;2009;Flyktninger og deres familieinnvandrede;Prosent;22.4
2003;;Alle;2009;Flyktninger og deres familieinnvandrede;Prosent;60.1
2004;Hammerfest (t.o.m. 2019);Alle;2009;Flyktninger og deres familieinnvandrede;Prosent;34.3
2019;;Alle;2009;Flyktninger og deres familieinnvandrede;Prosent;16.5
2023;;Alle;2009;Flyktninger og deres familieinnvandrede;Prosent;4.5
2024;;Alle;2009;Flyktninger og deres familieinnvandrede;Prosent;6.3
2028;;Alle;2009;Flyktninger og deres familieinnvandrede;Prosent;10.4
0106;;Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;24.4
0122;Trøgstad (t.o.m. 2019);Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;6.4
0127;;Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;13.6
0217;Oppegård (t.o.m. 2019);Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;15.2
0226;Sørum (t.o.m. 2019);Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;10.3
0237;;Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;11.7
0417;;Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;17.4
0437;;Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;10.3
0513;;Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;7.5
0514;;Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;7.4
0516;;Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;15.7
0533;;Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;15.8
0534;;Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;17.9
0536;;Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;13.0
0542;;Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;12.7
0616;;Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;9.5
0621;;Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;7.7
0623;;Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;17.1
0626;;Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;15.7
0631;;Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;9.3
0633;;Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;2.7
0701;;Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;18.2
0704;Tønsberg (t.o.m. 2019);Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;14.2
0709;Larvik (t.o.m. 2017);Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;17.9
0711;Svelvik (t.o.m. 2019);Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;14.1
0714;Hof (t.o.m. 2017);Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;3.2
0719;Andebu (t.o.m. 2016);Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;8.8
0819;;Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;22.7
0821;Bø (Telemark)  (t.o.m. 2019);Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;21.9
0828;;Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;18.0
0829;;Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;6.0
0833;;Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;13.2
0834;;Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;14.5
1545;Midsund (t.o.m. 2019);Alle;2010;Flyktninger og deres familieinnvandrede;Prosent;12.3
1557;Gjemnes;Alle;2010;Flyktninger og deres familieinnvandrede;Prosent;27.4
1571;Halsa (t.o.m. 2019);Alle;2010;Flyktninger og deres familieinnvandrede;Prosent;5.7
1573;Smøla;Alle;2010;Flyktninger og deres familieinnvandrede;Prosent;0.0
1601;Trondheim (t.o.m. 2019);Alle;2010;Flyktninger og deres familieinnvandrede;Prosent;35.5
1622;;Alle;2010;Flyktninger og deres familieinnvandrede;Prosent;7.6
1627;;Alle;2010;Flyktninger og deres familieinnvandrede;Prosent;9.4
1638;;Alle;2010;Flyktninger og deres familieinnvandrede;Prosent;38.5
1644;;Alle;2010;Flyktninger og deres familieinnvandrede;Prosent;5.0
1657;;Alle;2010;Flyktninger og deres familieinnvandrede;Prosent;43.2
1663;;Alle;2010;Flyktninger og deres familieinnvandrede;Prosent;23.8
1702;;Alle;2010;Flyktninger og deres familieinnvandrede;Prosent;36.9
1721;;Alle;2010;Flyktninger og deres familieinnvandrede;Prosent;53.1
1725;;Alle;2010;Flyktninger og deres familieinnvandrede;Prosent;0.0
1738;;Alle;2010;Flyktninger og deres familieinnvandrede;Prosent;0.0
1740;;Alle;2010;Flyktninger og deres familieinnvandrede;Prosent;9.7
1742;;Alle;2010;Flyktninger og deres familieinnvandrede;Prosent;59.3
1751;;Alle;2010;Flyktninger og deres familieinnvandrede;Prosent;4.7
1755;;Alle;2010;Flyktninger og deres familieinnvandrede;Prosent;0.0
1813;Brønnøy;Alle;2010;Flyktninger og deres familieinnvandrede;Prosent;38.3
1815;Vega;Alle;2010;Flyktninger og deres familieinnvandrede;Prosent;0.0
1822;Leirfjord;Alle;2010;Flyktninger og deres familieinnvandrede;Prosent;43.1
1832;Hemnes;Alle;2010;Flyktninger og deres familieinnvandrede;Prosent;40.3
1834;Lurøy;Alle;2010;Flyktninger og deres familieinnvandrede;Prosent;0.0
1836;Rødøy;Alle;2010;Flyktninger og deres familieinnvandrede;Prosent;0.0
1838;Gildeskål;Alle;2010;Flyktninger og deres familieinnvandrede;Prosent;4.5
1845;Sørfold;Alle;2010;Flyktninger og deres familieinnvandrede;Prosent;8.6
1857;Værøy;Alle;2010;Flyktninger og deres familieinnvandrede;Prosent;0.0
1865;Vågan;Alle;2010;Flyktninger og deres familieinnvandrede;Prosent;40.3
1867;Bø (Nordland);Alle;2010;Flyktninger og deres familieinnvandrede;Prosent;30.8
1923;;Alle;2010;Flyktninger og deres familieinnvandrede;Prosent;61.9
1925;;Alle;2010;Flyktninger og deres familieinnvandrede;Prosent;16.7
1928;Torsken (t.o.m. 2019);Alle;2010;Flyktninger og deres familieinnvandrede;Prosent;7.9
1929;Berg (t.o.m. 2019);Alle;2010;Flyktninger og deres familieinnvandrede;Prosent;0.0
1936;;Alle;2010;Flyktninger og deres familieinnvandrede;Prosent;5.3
1940;;Alle;2010;Flyktninger og deres familieinnvandrede;Prosent;5.2
2002;;Alle;2010;Flyktninger og deres familieinnvandrede;Prosent;11.9
2004;Hammerfest (t.o.m. 2019);Alle;2010;Flyktninger og deres familieinnvandrede;Prosent;34.5
2014;;Alle;2010;Flyktninger og deres familieinnvandrede;Prosent;0.0
2018;;Alle;2010;Flyktninger og deres familieinnvandrede;Prosent;2.7
0111;;Kvinner;2011;Flyktninger og deres familieinnvandrede;Prosent;10.4
0125;Eidsberg (t.o.m. 2019);Kvinner;2011;Flyktninger og deres familieinnvandrede;Prosent;19.3
0135;;Kvinner;2011;Flyktninger og deres familieinnvandrede;Prosent;9.9
0136;Rygge (t.o.m. 2019);Kvinner;2011;Flyktninger og deres familieinnvandrede;Prosent;14.3
0137;;Kvinner;2011;Flyktninger og deres familieinnvandrede;Prosent;7.1
0213;Ski (t.o.m. 2019);Kvinner;2011;Flyktninger og deres familieinnvandrede;Prosent;17.5
0215;;Kvinner;2011;Flyktninger og deres familieinnvandrede;Prosent;9.5
0233;;Kvinner;2011;Flyktninger og deres familieinnvandrede;Prosent;13.1
0235;;Kvinner;2011;Flyktninger og deres familieinnvandrede;Prosent;14.9
0420;;Kvinner;2011;Flyktninger og deres familieinnvandrede;Prosent;12.0
0425;;Kvinner;2011;Flyktninger og deres familieinnvandrede;Prosent;14.3
0428;;Kvinner;2011;Flyktninger og deres familieinnvandrede;Prosent;9.5
0429;;Kvinner;2011;Flyktninger og deres familieinnvandrede;Prosent;8.0
0438;;Kvinner;2011;Flyktninger og deres familieinnvandrede;Prosent;19.1
0441;;Kvinner;2011;Flyktninger og deres familieinnvandrede;Prosent;12.2
0511;;Kvinner;2011;Flyktninger og deres familieinnvandrede;Prosent;7.1
0512;;Kvinner;2011;Flyktninger og deres familieinnvandrede;Prosent;3.9
0519;;Kvinner;2011;Flyktninger og deres familieinnvandrede;Prosent;15.1
0521;;Kvinner;2011;Flyktninger og deres familieinnvandrede;Prosent;17.6
0522;;Kvinner;2011;Flyktninger og deres familieinnvandrede;Prosent;14.6
0528;;Kvinner;2011;Flyktninger og deres familieinnvandrede;Prosent;15.0
0529;;Kvinner;2011;Flyktninger og deres familieinnvandrede;Prosent;19.7
0532;;Kvinner;2011;Flyktninger og deres familieinnvandrede;Prosent;12.8
0538;;Kvinner;2011;Flyktninger og deres familieinnvandrede;Prosent;13.4
0619;;Kvinner;2011;Flyktninger og deres familieinnvandrede;Prosent;10.8
0701;;Kvinner;2011;Flyktninger og deres familieinnvandrede;Prosent;17.0
0704;Tønsberg (t.o.m. 2019);Kvinner;2011;Flyktninger og deres familieinnvandrede;Prosent;14.0
0720;Stokke (t.o.m. 2016);Kvinner;2011;Flyktninger og deres familieinnvandrede;Prosent;13.4
0722;Nøtterøy (t.o.m. 2017);Kvinner;2011;Flyktninger og deres familieinnvandrede;Prosent;17.4
0723;Tjøme (t.o.m. 2017);Kvinner;2011;Flyktninger og deres familieinnvandrede;Prosent;11.0
0827;;Kvinner;2011;Flyktninger og deres familieinnvandrede;Prosent;0.0
0937;;Kvinner;2011;Flyktninger og deres familieinnvandrede;Prosent;24.2
1026;;Kvinner;2011;Flyktninger og deres familieinnvandrede;Prosent;16.9
1027;Audnedal (t.o.m. 2019);Kvinner;2011;Flyktninger og deres familieinnvandrede;Prosent;4.3
1101;Eigersund;Kvinner;2011;Flyktninger og deres familieinnvandrede;Prosent;12.0
1102;Sandnes (t.o.m. 2019);Kvinner;2011;Flyktninger og deres familieinnvandrede;Prosent;14.6
1120;Klepp;Kvinner;2011;Flyktninger og deres familieinnvandrede;Prosent;10.6
1424;;Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;7.8
1426;;Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;5.5
1441;Selje (t.o.m. 2019);Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;3.1
1443;Eid (t.o.m. 2019);Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;11.9
1444;Hornindal (t.o.m. 2019);Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;6.0
1445;;Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;18.8
1449;;Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;10.7
1511;Vanylven;Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;0.0
1514;Sande (Møre og Romsdal);Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;1.5
1515;Herøy (Møre og Romsdal);Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;13.2
1563;Sunndal;Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;21.1
1576;Aure;Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;3.5
1630;;Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;6.8
1633;;Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;0.0
1664;;Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;8.7
1702;;Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;15.9
1739;;Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;0.0
1743;;Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;0.0
1744;;Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;10.4
1748;;Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;0.0
1805;Narvik (t.o.m. 2019);Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;9.8
1813;Brønnøy;Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;16.9
1820;Alstahaug;Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;20.5
1822;Leirfjord;Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;24.8
1824;Vefsn;Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;15.6
1826;Hattfjelldal;Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;14.5
1828;Nesna;Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;16.3
1837;Meløy;Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;7.8
1840;Saltdal;Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;21.7
1848;Steigen;Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;13.2
1849;Hamarøy (t.o.m. 2019);Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;10.7
1851;Lødingen;Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;11.5
1853;Evenes;Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;9.4
1911;;Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;19.6
1925;;Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;8.7
1926;;Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;0.0
1933;;Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;1.8
1938;;Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;8.0
1939;;Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;2.8
2002;;Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;5.6
2017;Kvalsund (t.o.m. 2019);Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;10.3
2018;;Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;0.0
0118;;Menn;2010;Flyktninger og deres familieinnvandrede;Prosent;0.0
0138;Hobøl (t.o.m. 2019);Menn;2010;Flyktninger og deres familieinnvandrede;Prosent;10.9
0214;;Menn;2010;Flyktninger og deres familieinnvandrede;Prosent;11.5
0217;Oppegård (t.o.m. 2019);Menn;2010;Flyktninger og deres familieinnvandrede;Prosent;15.0
0226;Sørum (t.o.m. 2019);Menn;2010;Flyktninger og deres familieinnvandrede;Prosent;12.8
0230;;Menn;2010;Flyktninger og deres familieinnvandrede;Prosent;20.3
0234;;Menn;2010;Flyktninger og deres familieinnvandrede;Prosent;10.0
0237;;Menn;2010;Flyktninger og deres familieinnvandrede;Prosent;13.0
0417;;Menn;2010;Flyktninger og deres familieinnvandrede;Prosent;21.1
0427;;Menn;2010;Flyktninger og deres familieinnvandrede;Prosent;24.0
0437;;Menn;2010;Flyktninger og deres familieinnvandrede;Prosent;14.9
0513;;Menn;2010;Flyktninger og deres familieinnvandrede;Prosent;9.0
0514;;Menn;2010;Flyktninger og deres familieinnvandrede;Prosent;10.3
0515;;Menn;2010;Flyktninger og deres familieinnvandrede;Prosent;19.0
0516;;Menn;2010;Flyktninger og deres familieinnvandrede;Prosent;21.7
0533;;Menn;2010;Flyktninger og deres familieinnvandrede;Prosent;17.8
0534;;Menn;2010;Flyktninger og deres familieinnvandrede;Prosent;22.9
0536;;Menn;2010;Flyktninger og deres familieinnvandrede;Prosent;25.0
0621;;Menn;2010;Flyktninger og deres familieinnvandrede;Prosent;8.7
0623;;Menn;2010;Flyktninger og deres familieinnvandrede;Prosent;18.3
0626;;Menn;2010;Flyktninger og deres familieinnvandrede;Prosent;19.5
0701;;Menn;2010;Flyktninger og deres familieinnvandrede;Prosent;21.0
0704;Tønsberg (t.o.m. 2019);Menn;2010;Flyktninger og deres familieinnvandrede;Prosent;16.5
0709;Larvik (t.o.m. 2017);Menn;2010;Flyktninger og deres familieinnvandrede;Prosent;21.1
0711;Svelvik (t.o.m. 2019);Menn;2010;Flyktninger og deres familieinnvandrede;Prosent;12.5
0714;Hof (t.o.m. 2017);Menn;2010;Flyktninger og deres familieinnvandrede;Prosent;4.5
0821;Bø (Telemark)  (t.o.m. 2019);Menn;2010;Flyktninger og deres familieinnvandrede;Prosent;22.6
0828;;Menn;2010;Flyktninger og deres familieinnvandrede;Prosent;14.0
0829;;Menn;2010;Flyktninger og deres familieinnvandrede;Prosent;6.7
0833;;Menn;2010;Flyktninger og deres familieinnvandrede;Prosent;8.5
0919;;Menn;2010;Flyktninger og deres familieinnvandrede;Prosent;15.2
0928;;Menn;2010;Flyktninger og deres familieinnvandrede;Prosent;24.0
0929;;Menn;2010;Flyktninger og deres familieinnvandrede;Prosent;20.6
0935;;Menn;2010;Flyktninger og deres familieinnvandrede;Prosent;13.9
0938;;Menn;2010;Flyktninger og deres familieinnvandrede;Prosent;22.6
0941;;Menn;2010;Flyktninger og deres familieinnvandrede;Prosent;7.5
0901;;Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;18.6
0919;;Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;12.9
0929;;Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;19.4
0938;;Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;8.1
0941;;Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;12.1
1046;;Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;8.8
1103;Stavanger;Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;11.4
1135;Sauda;Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;3.0
1144;Kvitsøy;Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;0.0
1160;Vindafjord;Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;5.6
1221;;Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;14.8
1223;;Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;0.0
1234;Granvin (t.o.m. 2019);Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;18.0
1241;Fusa (t.o.m. 2019);Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;1.5
1243;Os (Hordaland) (t.o.m. 2019);Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;11.7
1260;Radøy (t.o.m. 2019);Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;3.7
1265;;Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;0.0
1401;Flora (t.o.m. 2019);Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;17.3
1412;;Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;0.0
1416;;Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;14.2
1430;Gaular (t.o.m. 2019);Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;0.0
1431;Jølster (t.o.m. 2019);Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;11.9
1438;;Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;8.4
1439;Vågsøy (t.o.m. 2019);Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;9.1
1516;Ulstein;Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;10.6
1517;Hareid;Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;15.5
1519;Volda (t.o.m. 2019);Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;16.1
1525;Stranda;Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;9.9
1531;Sula;Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;8.3
1560;Tingvoll;Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;13.9
1566;Surnadal;Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;5.1
1567;;Kvinner;2010;Flyktninger og deres familieinnvandrede;Prosent;0.0
