Kommunenummer;Kommune;Kjønn;År;Innvandringsgrunn;Enhet;Antall
1145;Bokn;Kvinner;2025;Alle;Prosent;54.2
3116;Skiptvet;Menn;2025;Flyktninger og deres familieinnvandrede;Prosent;15.3
3218;Ås;Menn;2025;Flyktninger og deres familieinnvandrede;Prosent;13.6
3407;Gjøvik;Kvinner;2025;Arbeidsinnvandrere;Prosent;5.4
3414;Nord-Odal;Kvinner;2025;Familieinnvandrede;Prosent;18.3
3447;Søndre Land;Menn;2025;Flyktninger og deres familieinnvandrede;Prosent;20.6
1845;Sørfold;Kvinner;2025;Alle;Personer;127
3421;Trysil;Alle;2025;Alle;Personer;930
3423;Stor-Elvdal;Kvinner;2025;Alle;Personer;187
4618;Ullensvang (f.o.m. 2020);Alle;2025;Alle;Personer;1587
5530;Senja;Kvinner;2025;Alle;Personer;1055
1832;Hemnes;Menn;2025;Flyktninger og deres familieinnvandrede;Prosent;22.4
3228;Nes;Alle;2025;Utdanning (inkl. au pair) eller andre grunner;Prosent;4.7
3401;Kongsvinger;Alle;2025;Uoppgitt;Prosent;15.7
4003;Skien;Menn;2025;Flyktninger og deres familieinnvandrede;Prosent;26.2
1103;Stavanger;Alle;2025;Flyktninger og deres familieinnvandrede;Personer;9128
1124;Sola;Menn;2025;Uoppgitt;Personer;286
1520;Ørsta;Alle;2025;Flyktninger og deres familieinnvandrede;Personer;486
4214;Froland;Menn;2025;Familieinnvandrede;Personer;41
4631;Alver;Alle;2025;Utdanning (inkl. au pair) eller andre grunner;Personer;124
3240;Eidsvoll;Menn;2025;Flyktninger og deres familieinnvandrede;Prosent;15.2
3413;Stange;Alle;2025;Alle;Prosent;100.0
3449;Sør-Aurdal;Kvinner;2025;Utdanning (inkl. au pair) eller andre grunner;Prosent;3.1
5534;Karlsøy;Menn;2025;Arbeidsinnvandrere;Prosent;18.5
3107;Fredrikstad;Alle;2025;Flyktninger og deres familieinnvandrede;Personer;7756
4202;Grimstad;Alle;2025;Flyktninger og deres familieinnvandrede;Personer;1644
4621;Voss (f.o.m. 2020);Alle;2025;Utdanning (inkl. au pair) eller andre grunner;Personer;89
5047;Overhalla;Kvinner;2025;Alle;Personer;260
5510;Kvæfjord;Alle;2025;Familieinnvandrede;Personer;72
1149;Karmøy;Alle;2025;Arbeidsinnvandrere;Prosent;25.0
1839;Beiarn;Menn;2025;Arbeidsinnvandrere;Prosent;3.5
3322;Nesbyen;Menn;2025;Uoppgitt;Prosent;5.6
4649;Stad;Kvinner;2025;Familieinnvandrede;Prosent;17.5
1826;Hattfjelldal;Menn;2025;Arbeidsinnvandrere;Personer;10
1868;Øksnes;Kvinner;2025;Utdanning (inkl. au pair) eller andre grunner;Personer;13
3448;Nordre Land;Kvinner;2025;Utdanning (inkl. au pair) eller andre grunner;Personer;10
4620;Ulvik;Alle;2025;Flyktninger og deres familieinnvandrede;Personer;54
5021;Oppdal;Menn;2025;Familieinnvandrede;Personer;64
5033;Tydal;Alle;2025;Uoppgitt;Personer;13
1578;Fjord;Kvinner;2025;Arbeidsinnvandrere;Prosent;16.3
5027;Midtre Gauldal;Menn;2025;Arbeidsinnvandrere;Prosent;22.8
1127;Randaberg;Alle;2025;Alle;Personer;1712
3334;Flesberg;Kvinner;2025;Familieinnvandrede;Personer;56
3336;Rollag;Kvinner;2025;Flyktninger og deres familieinnvandrede;Personer;45
4630;Osterøy;Alle;2025;Flyktninger og deres familieinnvandrede;Personer;260
5026;Holtålen;Menn;2025;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1106;Haugesund;Alle;2025;Arbeidsinnvandrere;Prosent;26.3
1563;Sunndal;Alle;2025;Arbeidsinnvandrere;Prosent;10.4
3423;Stor-Elvdal;Alle;2025;Uoppgitt;Prosent;12.2
4016;Drangedal;Alle;2025;Uoppgitt;Prosent;7.4
4628;Vaksdal;Menn;2025;Utdanning (inkl. au pair) eller andre grunner;Prosent;2.4
5607;Vadsø;Menn;2025;Alle;Personer;425
1108;Sandnes (f.o.m. 2020);Menn;2025;Alle;Prosent;51.0
1108;Sandnes (f.o.m. 2020);Kvinner;2025;Familieinnvandrede;Prosent;20.0
3214;Frogn;Alle;2025;Uoppgitt;Prosent;22.2
3222;Lørenskog;Kvinner;2025;Uoppgitt;Prosent;6.9
5054;Indre Fosen;Kvinner;2025;Uoppgitt;Prosent;4.4
3116;Skiptvet;Menn;2025;Alle;Personer;264
4615;Fitjar;Alle;2025;Flyktninger og deres familieinnvandrede;Personer;63
1506;Molde (f.o.m. 2020);Kvinner;2025;Flyktninger og deres familieinnvandrede;Prosent;21.4
1827;Dønna;Menn;2025;Arbeidsinnvandrere;Prosent;11.7
1856;Røst;Alle;2025;Flyktninger og deres familieinnvandrede;Prosent;26.8
4215;Lillesand;Kvinner;2025;Utdanning (inkl. au pair) eller andre grunner;Prosent;2.7
4220;Bygland;Menn;2025;Uoppgitt;Prosent;3.1
1832;Hemnes;Menn;2025;Alle;Personer;199
3116;Skiptvet;Menn;2025;Utdanning (inkl. au pair) eller andre grunner;Personer;3
5041;Snåsa;Alle;2025;Arbeidsinnvandrere;Personer;23
5540;Kåfjord;Alle;2025;Alle;Personer;150
1848;Steigen;Kvinner;2025;Familieinnvandrede;Prosent;16.2
3316;Modum;Alle;2025;Arbeidsinnvandrere;Prosent;24.6
5053;Inderøy;Menn;2025;Familieinnvandrede;Prosent;3.3
1557;Gjemnes;Menn;2025;Familieinnvandrede;Personer;26
3413;Stange;Kvinner;2025;Arbeidsinnvandrere;Personer;180
4647;Sunnfjord;Alle;2025;Flyktninger og deres familieinnvandrede;Personer;1008
5047;Overhalla;Alle;2025;Utdanning (inkl. au pair) eller andre grunner;Personer;10
3453;Øystre Slidre;Alle;2025;Familieinnvandrede;Prosent;17.3
1149;Karmøy;Alle;2025;Flyktninger og deres familieinnvandrede;Personer;1502
1577;Volda (f.o.m. 2020);Alle;2025;Familieinnvandrede;Personer;239
1517;Hareid;Menn;2025;Familieinnvandrede;Prosent;6.7
5014;Frøya;Alle;2025;Utdanning (inkl. au pair) eller andre grunner;Prosent;10.5
5524;Målselv;Alle;2025;Arbeidsinnvandrere;Prosent;18.5
4651;Stryn;Alle;2025;Arbeidsinnvandrere;Personer;523
5544;Nordreisa;Kvinner;2025;Uoppgitt;Personer;16
1515;Herøy (Møre og Romsdal);Kvinner;2025;Flyktninger og deres familieinnvandrede;Prosent;15.6
3326;Hemsedal;Menn;2025;Arbeidsinnvandrere;Prosent;24.9
5514;Ibestad;Menn;2025;Arbeidsinnvandrere;Prosent;13.8
5540;Kåfjord;Menn;2025;Flyktninger og deres familieinnvandrede;Prosent;12.7
1506;Molde (f.o.m. 2020);Kvinner;2025;Uoppgitt;Personer;186
1845;Sørfold;Alle;2025;Familieinnvandrede;Personer;67
3301;Drammen (f.o.m. 2020);Kvinner;2025;Arbeidsinnvandrere;Personer;1372
5530;Senja;Alle;2025;Familieinnvandrede;Personer;370
5035;Stjørdal;Kvinner;2025;Uoppgitt;Prosent;4.0
3224;Rælingen;Menn;2025;Utdanning (inkl. au pair) eller andre grunner;Personer;114
3232;Nittedal;Alle;2025;Alle;Personer;4688
4648;Bremanger;Alle;2025;Uoppgitt;Personer;30
5037;Levanger;Kvinner;2025;Familieinnvandrede;Personer;307
1845;Sørfold;Alle;2025;Arbeidsinnvandrere;Prosent;21.5
3413;Stange;Alle;2025;Utdanning (inkl. au pair) eller andre grunner;Prosent;4.0
3310;Hole;Alle;2025;Alle;Personer;1125
3421;Trysil;Alle;2025;Flyktninger og deres familieinnvandrede;Personer;216
4638;Høyanger;Menn;2025;Utdanning (inkl. au pair) eller andre grunner;Prosent;2.4
5031;Malvik;Alle;2025;Familieinnvandrede;Prosent;22.5
5041;Snåsa;Alle;2025;Alle;Prosent;100.0
1815;Vega;Alle;2025;Alle;Personer;120
4649;Stad;Alle;2025;Uoppgitt;Prosent;12.0
1108;Sandnes (f.o.m. 2020);Menn;2025;Arbeidsinnvandrere;Personer;3600
3103;Moss (f.o.m. 2020);Kvinner;2025;Familieinnvandrede;Personer;1517
3314;Øvre Eiker;Alle;2025;Uoppgitt;Personer;343
5001;Trondheim (f.o.m. 2020);Alle;2025;Utdanning (inkl. au pair) eller andre grunner;Personer;4149
1144;Kvitsøy;Alle;2025;Familieinnvandrede;Personer;11
1580;Haram (t.o.m. 2019, f.o.m. 2024);Menn;2025;Alle;Personer;823
3310;Hole;Menn;2025;Familieinnvandrede;Personer;70
4219;Evje og Hornnes;Kvinner;2025;Uoppgitt;Personer;31
3214;Frogn;Alle;2025;Utdanning (inkl. au pair) eller andre grunner;Personer;135
4227;Kvinesdal;Alle;2025;Familieinnvandrede;Personer;148
3435;Vågå;Kvinner;2025;Alle;Prosent;57.0
5054;Indre Fosen;Kvinner;2025;Utdanning (inkl. au pair) eller andre grunner;Prosent;4.0
3226;Aurskog-Høland (f.o.m. 2020);Kvinner;2025;Familieinnvandrede;Personer;602
4640;Sogndal (f.o.m. 2020);Kvinner;2025;Arbeidsinnvandrere;Prosent;6.2
5025;Røros;Menn;2025;Arbeidsinnvandrere;Prosent;10.5
3438;Sør-Fron;Kvinner;2025;Uoppgitt;Personer;16
4216;Birkenes;Kvinner;2025;Utdanning (inkl. au pair) eller andre grunner;Personer;15
5634;Vardø;Alle;2025;Flyktninger og deres familieinnvandrede;Personer;138
1505;Kristiansund;Kvinner;2025;Uoppgitt;Prosent;3.5
1114;Bjerkreim;Menn;2025;Arbeidsinnvandrere;Personer;77
1853;Evenes;Alle;2025;Uoppgitt;Personer;17
1866;Hadsel;Alle;2025;Arbeidsinnvandrere;Personer;264
3216;Vestby;Menn;2025;Alle;Personer;1851
3234;Lunner;Alle;2025;Uoppgitt;Personer;161
5622;Porsanger;Menn;2025;Arbeidsinnvandrere;Personer;32
1856;Røst;Kvinner;2025;Arbeidsinnvandrere;Prosent;7.3
4014;Kragerø;Kvinner;2025;Arbeidsinnvandrere;Prosent;4.4
4201;Risør;Kvinner;2025;Uoppgitt;Prosent;7.5
4204;Kristiansand (f.o.m. 2020);Kvinner;2025;Uoppgitt;Prosent;5.7
4211;Gjerstad;Menn;2025;Arbeidsinnvandrere;Prosent;9.2
3234;Lunner;Kvinner;2025;Utdanning (inkl. au pair) eller andre grunner;Personer;34
3425;Engerdal;Menn;2025;Uoppgitt;Personer;13
4218;Iveland;Menn;2025;Alle;Personer;88
1578;Fjord;Alle;2025;Flyktninger og deres familieinnvandrede;Prosent;21.8
1867;Bø (Nordland);Alle;2025;Arbeidsinnvandrere;Prosent;25.4
4625;Austevoll;Menn;2025;Utdanning (inkl. au pair) eller andre grunner;Prosent;1.6
3212;Nesodden;Menn;2025;Flyktninger og deres familieinnvandrede;Personer;340
5038;Verdal;Kvinner;2025;Familieinnvandrede;Personer;200
5510;Kvæfjord;Kvinner;2025;Utdanning (inkl. au pair) eller andre grunner;Personer;13
1506;Molde (f.o.m. 2020);Menn;2025;Familieinnvandrede;Prosent;7.2
3452;Vestre Slidre;Menn;2025;Utdanning (inkl. au pair) eller andre grunner;Prosent;1.4
4635;Gulen;Menn;2025;Utdanning (inkl. au pair) eller andre grunner;Prosent;1.8
5020;Osen;Kvinner;2025;Alle;Prosent;44.4
1133;Hjelmeland;Kvinner;2025;Flyktninger og deres familieinnvandrede;Personer;105
1820;Alstahaug;Kvinner;2025;Familieinnvandrede;Personer;144
3114;Våler (Østf.);Menn;2025;Alle;Personer;507
3426;Tolga;Kvinner;2025;Arbeidsinnvandrere;Personer;14
3434;Lom;Alle;2025;Alle;Personer;142
4622;Kvam;Alle;2025;Arbeidsinnvandrere;Personer;228
5043;Røyrvik;Kvinner;2025;Alle;Personer;38
5540;Kåfjord;Menn;2025;Uoppgitt;Personer;8
1815;Vega;Menn;2025;Flyktninger og deres familieinnvandrede;Prosent;19.2
3421;Trysil;Alle;2025;Flyktninger og deres familieinnvandrede;Prosent;23.2
4640;Sogndal (f.o.m. 2020);Menn;2025;Utdanning (inkl. au pair) eller andre grunner;Prosent;3.6
5038;Verdal;Alle;2025;Alle;Prosent;100.0
1818;Herøy (Nordland);Menn;2025;Familieinnvandrede;Personer;21
1853;Evenes;Kvinner;2025;Flyktninger og deres familieinnvandrede;Personer;27
3314;Øvre Eiker;Kvinner;2025;Utdanning (inkl. au pair) eller andre grunner;Personer;68
3324;Gol;Alle;2025;Alle;Personer;997
4632;Austrheim;Alle;2025;Arbeidsinnvandrere;Personer;140
3426;Tolga;Alle;2025;Alle;Prosent;100.0
4204;Kristiansand (f.o.m. 2020);Alle;2025;Familieinnvandrede;Prosent;20.0
5034;Meråker;Alle;2025;Utdanning (inkl. au pair) eller andre grunner;Prosent;3.9
5058;Åfjord (f.o.m. 2020);Kvinner;2025;Alle;Prosent;52.2
3416;Eidskog;Menn;2025;Alle;Personer;261
5503;Harstad;Alle;2025;Uoppgitt;Personer;252
1867;Bø (Nordland);Menn;2025;Utdanning (inkl. au pair) eller andre grunner;Prosent;1.9
3301;Drammen (f.o.m. 2020);Kvinner;2025;Alle;Prosent;48.8
3401;Kongsvinger;Menn;2025;Uoppgitt;Prosent;7.7
4625;Austevoll;Alle;2025;Arbeidsinnvandrere;Prosent;39.4
3437;Sel;Menn;2025;Arbeidsinnvandrere;Personer;70
4016;Drangedal;Alle;2025;Utdanning (inkl. au pair) eller andre grunner;Personer;16
1134;Suldal;Menn;2025;Utdanning (inkl. au pair) eller andre grunner;Prosent;1.5
3120;Rakkestad;Menn;2025;Alle;Prosent;53.6
5026;Holtålen;Kvinner;2025;Familieinnvandrede;Prosent;13.1
1525;Stranda;Kvinner;2025;Arbeidsinnvandrere;Personer;182
3201;Bærum;Alle;2025;Arbeidsinnvandrere;Personer;7201
4614;Stord;Menn;2025;Flyktninger og deres familieinnvandrede;Personer;435
5058;Åfjord (f.o.m. 2020);Kvinner;2025;Uoppgitt;Personer;4
1806;Narvik (f.o.m. 2020);Menn;2025;Arbeidsinnvandrere;Prosent;16.1
3432;Lesja;Menn;2025;Alle;Prosent;48.1
4217;Åmli;Menn;2025;Utdanning (inkl. au pair) eller andre grunner;Prosent;2.7
4629;Modalen;Kvinner;2025;Familieinnvandrede;Prosent;10.5
4638;Høyanger;Kvinner;2025;Arbeidsinnvandrere;Prosent;5.2
5057;Ørland (f.o.m. 2020);Menn;2025;Familieinnvandrede;Prosent;7.6
5603;Hammerfest (f.o.m. 2020);Menn;2025;Uoppgitt;Prosent;5.1
1566;Surnadal;Alle;2025;Familieinnvandrede;Personer;108
1834;Lurøy;Menn;2025;Utdanning (inkl. au pair) eller andre grunner;Personer;24
5530;Senja;Kvinner;2025;Utdanning (inkl. au pair) eller andre grunner;Personer;70
3426;Tolga;Kvinner;2025;Alle;Prosent;50.7
4622;Kvam;Alle;2025;Alle;Prosent;100.0
5032;Selbu;Kvinner;2025;Alle;Prosent;50.9
5501;Tromsø;Kvinner;2025;Flyktninger og deres familieinnvandrede;Prosent;12.1
3421;Trysil;Alle;2025;Uoppgitt;Personer;283
3443;Vestre Toten;Kvinner;2025;Utdanning (inkl. au pair) eller andre grunner;Personer;36
5614;Loppa;Alle;2025;Flyktninger og deres familieinnvandrede;Personer;27
4221;Valle;Menn;2025;Uoppgitt;Prosent;5.5
4224;Åseral;Menn;2025;Uoppgitt;Prosent;3.8
4624;Bjørnafjorden;Menn;2025;Uoppgitt;Prosent;3.5
4632;Austrheim;Alle;2025;Alle;Prosent;100.0
1577;Volda (f.o.m. 2020);Kvinner;2025;Utdanning (inkl. au pair) eller andre grunner;Personer;130
3415;Sør-Odal;Alle;2025;Arbeidsinnvandrere;Personer;187
4634;Masfjorden;Menn;2025;Uoppgitt;Prosent;2.2
1160;Vindafjord;Alle;2025;Alle;Personer;1400
3230;Gjerdrum;Kvinner;2025;Utdanning (inkl. au pair) eller andre grunner;Personer;31
3240;Eidsvoll;Alle;2025;Alle;Personer;5553
1865;Vågan;Kvinner;2025;Uoppgitt;Prosent;5.0
3452;Vestre Slidre;Alle;2025;Arbeidsinnvandrere;Prosent;30.9
3453;Øystre Slidre;Kvinner;2025;Utdanning (inkl. au pair) eller andre grunner;Prosent;2.7
4635;Gulen;Alle;2025;Arbeidsinnvandrere;Prosent;42.7
4647;Sunnfjord;Alle;2025;Flyktninger og deres familieinnvandrede;Prosent;39.3
3425;Engerdal;Kvinner;2025;Flyktninger og deres familieinnvandrede;Personer;85
3440;Øyer;Alle;2025;Alle;Personer;756
1839;Beiarn;Alle;2025;Familieinnvandrede;Prosent;12.4
3240;Eidsvoll;Kvinner;2025;Arbeidsinnvandrere;Prosent;7.3
3446;Gran;Kvinner;2025;Familieinnvandrede;Prosent;12.3
4211;Gjerstad;Kvinner;2025;Utdanning (inkl. au pair) eller andre grunner;Prosent;2.0
4614;Stord;Kvinner;2025;Utdanning (inkl. au pair) eller andre grunner;Prosent;2.7
4618;Ullensvang (f.o.m. 2020);Menn;2025;Flyktninger og deres familieinnvandrede;Prosent;16.4
3429;Folldal;Menn;2025;Arbeidsinnvandrere;Personer;11
3451;Nord-Aurdal;Alle;2025;Uoppgitt;Personer;65
1103;Stavanger;Kvinner;2025;Alle;Prosent;47.7
1520;Ørsta;Kvinner;2025;Alle;Prosent;51.3
3425;Engerdal;Menn;2025;Alle;Prosent;38.4
5027;Midtre Gauldal;Alle;2025;Uoppgitt;Prosent;4.4
5620;Nordkapp;Kvinner;2025;Familieinnvandrede;Prosent;17.4
1832;Hemnes;Kvinner;2025;Utdanning (inkl. au pair) eller andre grunner;Personer;7
1837;Meløy;Menn;2025;Uoppgitt;Personer;33
4204;Kristiansand (f.o.m. 2020);Kvinner;2025;Familieinnvandrede;Personer;2590
1520;Ørsta;Alle;2025;Flyktninger og deres familieinnvandrede;Prosent;42.3
3338;Nore og Uvdal;Menn;2025;Alle;Prosent;48.8
3423;Stor-Elvdal;Menn;2025;Familieinnvandrede;Prosent;8.2
4016;Drangedal;Menn;2025;Familieinnvandrede;Prosent;6.8
3316;Modum;Menn;2025;Familieinnvandrede;Personer;133
4647;Sunnfjord;Menn;2025;Familieinnvandrede;Personer;215
1573;Smøla;Alle;2025;Uoppgitt;Prosent;5.9
1874;Moskenes;Alle;2025;Utdanning (inkl. au pair) eller andre grunner;Prosent;10.7
5052;Leka;Alle;2025;Uoppgitt;Prosent;5.9
5534;Karlsøy;Alle;2025;Uoppgitt;Prosent;5.0
4224;Åseral;Menn;2025;Familieinnvandrede;Personer;7
4620;Ulvik;Menn;2025;Familieinnvandrede;Personer;17
5029;Skaun;Menn;2025;Utdanning (inkl. au pair) eller andre grunner;Personer;9
5059;Orkland;Alle;2025;Familieinnvandrede;Personer;565
1812;Sømna;Kvinner;2025;Uoppgitt;Prosent;4.4
3453;Øystre Slidre;Menn;2025;Arbeidsinnvandrere;Prosent;17.5
4219;Evje og Hornnes;Kvinner;2025;Alle;Prosent;51.9
3318;Krødsherad;Alle;2025;Flyktninger og deres familieinnvandrede;Personer;95
3901;Horten;Kvinner;2025;Arbeidsinnvandrere;Personer;269
4615;Fitjar;Menn;2025;Familieinnvandrede;Personer;16
3328;Ål;Menn;2025;Uoppgitt;Prosent;4.6
4213;Tvedestrand;Kvinner;2025;Uoppgitt;Prosent;6.5
1144;Kvitsøy;Kvinner;2025;Uoppgitt;Personer;4
1833;Rana;Menn;2025;Arbeidsinnvandrere;Personer;408
4227;Kvinesdal;Kvinner;2025;Utdanning (inkl. au pair) eller andre grunner;Personer;12
1119;Hå;Menn;2025;Alle;Personer;1582
1874;Moskenes;Alle;2025;Alle;Personer;244
4601;Bergen;Alle;2025;Uoppgitt;Personer;4660
4630;Osterøy;Menn;2025;Familieinnvandrede;Personer;76
4214;Froland;Alle;2025;Arbeidsinnvandrere;Prosent;25.5
1812;Sømna;Kvinner;2025;Arbeidsinnvandrere;Prosent;4.4
3453;Øystre Slidre;Menn;2025;Uoppgitt;Prosent;5.1
1505;Kristiansund;Alle;2025;Alle;Personer;3419
3107;Fredrikstad;Menn;2025;Familieinnvandrede;Personer;862
3911;Færder;Menn;2025;Flyktninger og deres familieinnvandrede;Personer;752
3103;Moss (f.o.m. 2020);Alle;2025;Alle;Prosent;100.0
3407;Gjøvik;Menn;2025;Utdanning (inkl. au pair) eller andre grunner;Prosent;2.6
4215;Lillesand;Kvinner;2025;Familieinnvandrede;Prosent;12.6
1514;Sande (Møre og Romsdal);Alle;2025;Arbeidsinnvandrere;Personer;241
1578;Fjord;Menn;2025;Utdanning (inkl. au pair) eller andre grunner;Personer;10
3422;Åmot;Kvinner;2025;Uoppgitt;Personer;29
4627;Askøy;Alle;2025;Flyktninger og deres familieinnvandrede;Personer;935
3226;Aurskog-Høland (f.o.m. 2020);Alle;2025;Alle;Prosent;100.0
3336;Rollag;Menn;2025;Flyktninger og deres familieinnvandrede;Prosent;25.7
4631;Alver;Alle;2025;Familieinnvandrede;Prosent;28.9
1511;Vanylven;Alle;2025;Utdanning (inkl. au pair) eller andre grunner;Personer;13
1566;Surnadal;Kvinner;2025;Uoppgitt;Personer;15
1851;Lødingen;Alle;2025;Uoppgitt;Personer;24
3336;Rollag;Menn;2025;Uoppgitt;Personer;13
4637;Hyllestad;Alle;2025;Flyktninger og deres familieinnvandrede;Personer;106
3425;Engerdal;Kvinner;2025;Uoppgitt;Prosent;12.9
3435;Vågå;Alle;2025;Alle;Prosent;100.0
3437;Sel;Menn;2025;Alle;Prosent;50.1
4621;Voss (f.o.m. 2020);Alle;2025;Familieinnvandrede;Prosent;17.7
3228;Nes;Menn;2025;Arbeidsinnvandrere;Personer;862
3901;Horten;Menn;2025;Familieinnvandrede;Personer;315
4211;Gjerstad;Kvinner;2025;Alle;Personer;145
4615;Fitjar;Kvinner;2025;Arbeidsinnvandrere;Personer;23
5528;Dyrøy;Kvinner;2025;Flyktninger og deres familieinnvandrede;Personer;41
3112;Råde;Kvinner;2025;Alle;Prosent;41.8
3207;Nordre Follo;Alle;2025;Alle;Prosent;100.0
5512;Tjeldsund (f.o.m. 2020);Alle;2025;Utdanning (inkl. au pair) eller andre grunner;Prosent;3.2
4225;Lyngdal (f.o.m. 2020);Kvinner;2025;Alle;Personer;771
3124;Aremark;Alle;2025;Alle;Prosent;100.0
3240;Eidsvoll;Alle;2025;Arbeidsinnvandrere;Prosent;24.9
5060;Nærøysund;Kvinner;2025;Flyktninger og deres familieinnvandrede;Prosent;18.7
3316;Modum;Kvinner;2025;Arbeidsinnvandrere;Personer;118
4647;Sunnfjord;Kvinner;2025;Arbeidsinnvandrere;Personer;202
1875;Hamarøy (f.o.m. 2020);Menn;2025;Flyktninger og deres familieinnvandrede;Prosent;22.6
3338;Nore og Uvdal;Alle;2025;Familieinnvandrede;Prosent;17.7
1101;Eigersund;Alle;2025;Familieinnvandrede;Personer;462
1839;Beiarn;Kvinner;2025;Flyktninger og deres familieinnvandrede;Personer;45
5006;Steinkjer (f.o.m. 2020);Kvinner;2025;Flyktninger og deres familieinnvandrede;Personer;587
5524;Målselv;Kvinner;2025;Arbeidsinnvandrere;Personer;39
1511;Vanylven;Menn;2025;Familieinnvandrede;Prosent;7.6
1539;Rauma;Kvinner;2025;Arbeidsinnvandrere;Prosent;7.6
1835;Træna;Kvinner;2025;Flyktninger og deres familieinnvandrede;Prosent;10.1
5058;Åfjord (f.o.m. 2020);Alle;2025;Flyktninger og deres familieinnvandrede;Prosent;39.6
3439;Ringebu;Alle;2025;Flyktninger og deres familieinnvandrede;Personer;284
5516;Gratangen;Kvinner;2025;Alle;Personer;89
4645;Askvoll;Menn;2025;Utdanning (inkl. au pair) eller andre grunner;Prosent;2.4
3324;Gol;Menn;2025;Familieinnvandrede;Personer;59
5060;Nærøysund;Kvinner;2025;Uoppgitt;Personer;44
1563;Sunndal;Alle;2025;Alle;Prosent;100.0
4650;Gloppen;Menn;2025;Utdanning (inkl. au pair) eller andre grunner;Prosent;1.8
5059;Orkland;Kvinner;2025;Flyktninger og deres familieinnvandrede;Prosent;18.2
1841;Fauske;Menn;2025;Utdanning (inkl. au pair) eller andre grunner;Personer;7
1804;Bodø;Menn;2025;Flyktninger og deres familieinnvandrede;Prosent;21.4
5052;Leka;Kvinner;2025;Utdanning (inkl. au pair) eller andre grunner;Prosent;3.5
5534;Karlsøy;Kvinner;2025;Utdanning (inkl. au pair) eller andre grunner;Prosent;3.9
3228;Nes;Alle;2025;Familieinnvandrede;Personer;1133
3322;Nesbyen;Alle;2025;Utdanning (inkl. au pair) eller andre grunner;Personer;20
3324;Gol;Alle;2025;Flyktninger og deres familieinnvandrede;Personer;349
5056;Hitra (f.o.m. 2020);Menn;2025;Flyktninger og deres familieinnvandrede;Personer;124
1867;Bø (Nordland);Kvinner;2025;Flyktninger og deres familieinnvandrede;Prosent;20.0
3338;Nore og Uvdal;Kvinner;2025;Uoppgitt;Prosent;1.6
3446;Gran;Alle;2025;Flyktninger og deres familieinnvandrede;Prosent;48.3
4207;Flekkefjord;Alle;2025;Uoppgitt;Prosent;8.9
5001;Trondheim (f.o.m. 2020);Alle;2025;Familieinnvandrede;Prosent;22.3
1836;Rødøy;Alle;2025;Familieinnvandrede;Personer;29
1838;Gildeskål;Kvinner;2025;Familieinnvandrede;Personer;43
1134;Suldal;Kvinner;2025;Flyktninger og deres familieinnvandrede;Prosent;28.7
1848;Steigen;Menn;2025;Uoppgitt;Prosent;4.6
3454;Vang;Kvinner;2025;Uoppgitt;Prosent;5.5
5056;Hitra (f.o.m. 2020);Menn;2025;Arbeidsinnvandrere;Prosent;31.4
5620;Nordkapp;Alle;2025;Flyktninger og deres familieinnvandrede;Prosent;18.6
1120;Klepp;Alle;2025;Arbeidsinnvandrere;Personer;1023
5033;Tydal;Kvinner;2025;Familieinnvandrede;Personer;13
1135;Sauda;Alle;2025;Utdanning (inkl. au pair) eller andre grunner;Prosent;4.1
1528;Sykkylven;Menn;2025;Uoppgitt;Personer;30
1573;Smøla;Menn;2025;Arbeidsinnvandrere;Personer;70
3417;Grue;Kvinner;2025;Alle;Personer;256
1868;Øksnes;Alle;2025;Utdanning (inkl. au pair) eller andre grunner;Prosent;4.1
5032;Selbu;Alle;2025;Flyktninger og deres familieinnvandrede;Prosent;24.5
5610;Karasjok;Menn;2025;Utdanning (inkl. au pair) eller andre grunner;Prosent;1.5
4016;Drangedal;Alle;2025;Arbeidsinnvandrere;Personer;85
4222;Bykle;Menn;2025;Flyktninger og deres familieinnvandrede;Personer;34
4616;Tysnes;Alle;2025;Arbeidsinnvandrere;Personer;107
5053;Inderøy;Kvinner;2025;Flyktninger og deres familieinnvandrede;Prosent;32.6
5630;Berlevåg;Menn;2025;Utdanning (inkl. au pair) eller andre grunner;Prosent;1.5
1106;Haugesund;Kvinner;2025;Familieinnvandrede;Personer;1207
1563;Sunndal;Kvinner;2025;Familieinnvandrede;Personer;110
5542;Skjervøy;Menn;2025;Utdanning (inkl. au pair) eller andre grunner;Personer;11
1149;Karmøy;Kvinner;2025;Alle;Prosent;50.4
3451;Nord-Aurdal;Kvinner;2025;Alle;Prosent;49.4
1134;Suldal;Kvinner;2025;Uoppgitt;Personer;25
1573;Smøla;Alle;2025;Uoppgitt;Personer;19
1833;Rana;Alle;2025;Familieinnvandrede;Personer;560
3449;Sør-Aurdal;Menn;2025;Flyktninger og deres familieinnvandrede;Personer;39
3901;Horten;Alle;2025;Flyktninger og deres familieinnvandrede;Personer;1919
5536;Lyngen;Kvinner;2025;Alle;Personer;142
1832;Hemnes;Menn;2025;Utdanning (inkl. au pair) eller andre grunner;Prosent;0.7
3214;Frogn;Alle;2025;Familieinnvandrede;Prosent;21.5
