Skoleår;Skole;Utdanningstype;Utdanningsprogram;Nivå;Fagkode;Fag;Antall elever;Karaktersnitt årsslutt;Avvik Stp-Eks
2019/20;Thor Heyerdahl videregående skole;SF;ST;vg 2;SPR3009;Internasjonal engelsk, muntlig;27;4,61;-
2019/20;Thor Heyerdahl videregående skole;SF;ST;vg 3;SPR3009;Internasjonal engelsk, muntlig;2;-;-
2019/20;Thor Heyerdahl videregående skole;SF;ST;vg 2;SPR3008;Internasjonal engelsk, skriftlig;28;4,48;-
2019/20;Thor Heyerdahl videregående skole;SF;ST;vg 3;SPR3008;Internasjonal engelsk, skriftlig;2;-;-
2019/20;Thor Heyerdahl videregående skole;SF;ST;vg 2;REA3011;Kjemi 1;61;4,82;-
2019/20;Thor Heyerdahl videregående skole;SF;ST;vg 3;REA3012;Kjemi 2;54;5,20;-
2019/20;Thor Heyerdahl videregående skole;SF;ST;vg 3;REA3013;Kjemi 2, muntlig-praktisk;12;4,00;-
2019/20;Thor Heyerdahl videregående skole;SF;ST;vg 1;KRO1004;Kroppsøving vg1;123;4,59;-
2019/20;Thor Heyerdahl videregående skole;SF;ST;vg 2;KRO1005;Kroppsøving vg2;151;4,28;-
2019/20;Thor Heyerdahl videregående skole;SF;ST;vg 3;KRO1006;Kroppsøving vg3;166;4,59;-
2019/20;Thor Heyerdahl videregående skole;SF;ST;vg 2;SAM3005;Markedsføring og ledelse 1;31;4,53;-
2019/20;Thor Heyerdahl videregående skole;SF;ST;vg 3;SAM3006;Markedsføring og ledelse 2;32;4,33;-
2019/20;Thor Heyerdahl videregående skole;SF;ST;vg 3;SAM3007;Markedsføring og ledelse 2, muntlig;7;-;-
2019/20;Thor Heyerdahl videregående skole;SF;ST;vg 1;MAT1011;Matematikk 1P;50;5,25;-
2019/20;Thor Heyerdahl videregående skole;SF;ST;vg 1;MAT1013;Matematikk 1T;84;4,85;-
2019/20;Thor Heyerdahl videregående skole;SF;ST;vg 2;MAT1015;Matematikk 2P;75;4,11;-
2019/20;Thor Heyerdahl videregående skole;SF;ST;vg 2;REA3022;Matematikk R1;47;4,94;-
2019/20;Thor Heyerdahl videregående skole;SF;ST;vg 2;REA3023;Matematikk R1, muntlig;7;-;-
2019/20;Thor Heyerdahl videregående skole;SF;ST;vg 3;REA3024;Matematikk R2;53;4,90;-
2019/20;Thor Heyerdahl videregående skole;SF;ST;vg 3;REA3025;Matematikk R2, muntlig;12;4,90;-
2019/20;Thor Heyerdahl videregående skole;SF;ST;vg 2;REA3026;Matematikk S1;32;4,40;-
2019/20;Thor Heyerdahl videregående skole;SF;ST;vg 2;REA3028;Matematikk S2;2;2,00;-
2019/20;Thor Heyerdahl videregående skole;SF;ST;vg 3;REA3028;Matematikk S2;26;4,78;-
2019/20;Thor Heyerdahl videregående skole;SF;ST;vg 3;REA3029;Matematikk S2, muntlig;7;-;-
2019/20;Thor Heyerdahl videregående skole;SF;ST;vg 1;NAT1002;Naturfag, vg1 studieforberedende utdanningsprogram;123;4,91;-
2019/20;Thor Heyerdahl videregående skole;SF;ST;vg 1;NOR1402;Norsk for elever i vgo med kort botid i Norge, vg1 studieforberedende utdanningsprogram, muntlig;2;-;-
2019/20;Thor Heyerdahl videregående skole;SF;ST;vg 1;NOR1401;Norsk for elever i vgo med kort botid i Norge, vg1 studieforberedende utdanningsprogram, skriftlig;2;-;-
2019/20;Thor Heyerdahl videregående skole;SF;ST;vg 2;NOR1404;Norsk for elever i vgo med kort botid i Norge, vg2 studieforberedende utdanningsprogram, muntlig;3;-;-
2019/20;Thor Heyerdahl videregående skole;SF;ST;vg 2;NOR1403;Norsk for elever i vgo med kort botid i Norge, vg2 studieforberedende utdanningsprogram, skriftlig;3;-;-
2019/20;Thor Heyerdahl videregående skole;SF;ST;vg 3;NOR1406;Norsk for elever i vgo med kort botid i Norge, vg3 studieforberedende utdanningsprogram, muntlig;4;-;-
2019/20;Thor Heyerdahl videregående skole;SF;ST;vg 3;NOR1405;Norsk for elever i vgo med kort botid i Norge, vg3 studieforberedende utdanningsprogram, skriftlig;4;-;-
2019/20;Thor Heyerdahl videregående skole;SF;ST;vg 1;NOR1201;Norsk hovedmål, vg1 studieforberedende utdanningsprogram, skriftlig;123;4,77;-
2019/20;Thor Heyerdahl videregående skole;SF;ST;vg 2;NOR1208;Norsk hovedmål, vg2 studieforberedende utdanningsprogram, skriftlig;150;4,34;-
2019/20;Thor Heyerdahl videregående skole;SF;ST;vg 3;NOR1211;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;164;4,63;-
2019/20;Thor Heyerdahl videregående skole;SF;ST;vg 3;NOR1212;Norsk sidemål,  vg3 studieforberedende utdanningsprogram, skriftlig;164;4,68;-
2019/20;Thor Heyerdahl videregående skole;SF;ST;vg 1;NOR1202;Norsk sidemål, vg1 studieforberedende utdanningsprogram, skriftlig;123;4,32;-
2019/20;Thor Heyerdahl videregående skole;SF;ST;vg 2;NOR1209;Norsk sidemål, vg2 studieforberedende utdanningsprogram, skriftlig;150;4,29;-
2019/20;Thor Heyerdahl videregående skole;SF;ST;vg 1;NOR1203;Norsk, vg1 studieforberedende utdanningsprogram, muntlig;123;4,75;-
2019/20;Thor Heyerdahl videregående skole;SF;ST;vg 2;NOR1210;Norsk, vg2 studieforberedende utdanningsprogram, muntlig;150;4,65;-
2019/20;Thor Heyerdahl videregående skole;SF;ST;vg 3;NOR1213;Norsk, vg3 studieforberedende utdanningsprogram, muntlig;164;4,73;-
2019/20;Thor Heyerdahl videregående skole;SF;ST;vg 3;SAM3020;Politikk og menneskerettigheter;25;4,78;-
2019/20;Thor Heyerdahl videregående skole;SF;ST;vg 2;SAM3037;Psykologi 1;64;4,00;-
2019/20;Thor Heyerdahl videregående skole;SF;ST;vg 3;SAM3038;Psykologi 2;59;4,15;-
2019/20;Thor Heyerdahl videregående skole;SF;ST;vg 3;SAM3039;Psykologi 2, muntlig;7;-;-
2019/20;Thor Heyerdahl videregående skole;SF;ST;vg 3;REL1001;Religion og etikk;165;4,67;-
2019/20;Thor Heyerdahl videregående skole;SF;ST;vg 2;SAM3022;Rettslære 1;64;3,92;-
2019/20;Thor Heyerdahl videregående skole;SF;ST;vg 3;SAM3023;Rettslære 2;32;4,55;-
2019/20;Thor Heyerdahl videregående skole;SF;ST;vg 1;SAF1001;Samfunnsfag;123;4,54;-
2019/20;Thor Heyerdahl videregående skole;SF;ST;vg 3;SPR3011;Samfunnsfaglig engelsk, muntlig;30;4,92;-
2019/20;Thor Heyerdahl videregående skole;SF;ST;vg 3;SPR3010;Samfunnsfaglig engelsk, skriftlig;30;5,17;-
2019/20;Thor Heyerdahl videregående skole;SF;ST;vg 3;SAM3016;Sosialkunnskap;50;4,50;-
2019/20;Thor Heyerdahl videregående skole;SF;ST;vg 3;SAM3017;Sosialkunnskap, muntlig;12;5,00;-
2019/20;Thor Heyerdahl videregående skole;SF;ST;vg 2;SAM3019;Sosiologi og sosialantropologi;59;3,81;-
2019/20;Thor Heyerdahl videregående skole;SF;ST;vg 1;FSP5092;Spansk I;1;-;-
2019/20;Thor Heyerdahl videregående skole;SF;ST;vg 2;FSP5092;Spansk I;29;4,29;-
2019/20;Thor Heyerdahl videregående skole;SF;ST;vg 1;FSP5091;Spansk I, 1. år;22;4,73;-
2019/20;Thor Heyerdahl videregående skole;SF;ST;vg 2;FSP5093;Spansk I, muntlig;7;-;-
2019/20;Thor Heyerdahl videregående skole;SF;ST;vg 3;FSP5098;Spansk I+II;6;-;-
2019/20;Thor Heyerdahl videregående skole;SF;ST;vg 1;FSP5096;Spansk I+II, 1. år;3;-;-
2019/20;Thor Heyerdahl videregående skole;SF;ST;vg 2;FSP5097;Spansk I+II, 2. år;30;4,75;-
2019/20;Thor Heyerdahl videregående skole;SF;ST;vg 2;FSP5095;Spansk II;22;4,14;-
2019/20;Thor Heyerdahl videregående skole;SF;ST;vg 3;FSP5095;Spansk II;2;-;-
2019/20;Thor Heyerdahl videregående skole;SF;ST;vg 1;FSP5094;Spansk II, 1. år;24;4,63;-
2019/20;Thor Heyerdahl videregående skole;SF;ST;vg 2;FSP5099;Spansk II, muntlig;7;5,11;-
2019/20;Thor Heyerdahl videregående skole;SF;ST;vg 3;FSP5099;Spansk II, muntlig;7;-;-
2019/20;Thor Heyerdahl videregående skole;SF;ST;vg 2;REA3019;Teknologi og forskningslære 2;22;-;-
2019/20;Thor Heyerdahl videregående skole;SF;ST;vg 3;REA3019;Teknologi og forskningslære 2;1;-;-
2019/20;Thor Heyerdahl videregående skole;SF;ST;vg 2;IDR3002;Toppidrett 2;6;-;-
2019/20;Thor Heyerdahl videregående skole;SF;ST;vg 3;IDR3003;Toppidrett 3;4;4,60;-
2019/20;Thor Heyerdahl videregående skole;SF;ST;vg 3;FSP5900;Tyrkisk I;1;-;-
2019/20;Thor Heyerdahl videregående skole;SF;ST;vg 3;FSP5901;Tyrkisk I, muntlig;1;-;-
2019/20;Thor Heyerdahl videregående skole;SF;ST;vg 2;FSP5119;Tysk I;14;5,21;-
2019/20;Thor Heyerdahl videregående skole;SF;ST;vg 1;FSP5118;Tysk I, 1. år;10;-;-
2019/20;Thor Heyerdahl videregående skole;SF;ST;vg 2;FSP5120;Tysk I, muntlig;7;-;-
2019/20;Thor Heyerdahl videregående skole;SF;ST;vg 3;FSP5125;Tysk I+II;11;4,75;-
2019/20;Thor Heyerdahl videregående skole;SF;ST;vg 1;FSP5123;Tysk I+II, 1. år;7;4,75;-
2019/20;Thor Heyerdahl videregående skole;SF;ST;vg 2;FSP5124;Tysk I+II, 2. år;15;-;-
2019/20;Thor Heyerdahl videregående skole;SF;ST;vg 2;FSP5122;Tysk II;59;4,53;-
2019/20;Thor Heyerdahl videregående skole;SF;ST;vg 1;FSP5121;Tysk II, 1. år;45;3,88;-
2019/20;Thor Heyerdahl videregående skole;SF;ST;vg 2;FSP5126;Tysk II, muntlig;7;-;-
2019/20;Thor Heyerdahl videregående skole;SF;ST;vg 3;FSP5126;Tysk II, muntlig;7;3,11;-
2019/20;Thor Heyerdahl videregående skole;SF;ST;vg 3;SAM3035;Økonomi og ledelse;20;4,78;-
2019/20;Thor Heyerdahl videregående skole;SF;ST;vg 3;SAM3036;Økonomi og ledelse, muntlig-praktisk;6;-;-
2019/20;Thor Heyerdahl videregående skole;SF;ST;vg 2;SAM3033;Økonomistyring;17;4,17;-
2019/20;Thor Heyerdahl videregående skole;YF;TP;vg 1;TIP1003;Dokumentasjon og kvalitet;61;3,52;-
2019/20;Thor Heyerdahl videregående skole;YF;TP;vg 2;AMK2002;Dokumentasjon og kvalitet;14;4,33;-
2019/20;Thor Heyerdahl videregående skole;YF;TP;vg 2;KJT2002;Dokumentasjon og kvalitet;16;4,06;-
2019/20;Thor Heyerdahl videregående skole;YF;TP;vg 2;PIN2003;Dokumentasjon og kvalitet;8;-;-
2019/20;Thor Heyerdahl videregående skole;YF;TP;vg 1;ENG1001;Engelsk, vg1 yrkesfaglige utdanningprogram;61;3,67;-
2019/20;Thor Heyerdahl videregående skole;YF;TP;vg 2;ENG1003;Engelsk, vg2 yrkesfaglige utdanningsprogram;38;4,50;-
2019/20;Thor Heyerdahl videregående skole;YF;TP;vg 2;AMK2001;Feilsøking og reparasjon;15;3,63;-
2019/20;Thor Heyerdahl videregående skole;YF;TP;vg 1;KRO1004;Kroppsøving vg1;62;3,82;-
2019/20;Thor Heyerdahl videregående skole;YF;TP;vg 2;KRO1005;Kroppsøving vg2;38;4,64;-
2019/20;Thor Heyerdahl videregående skole;YF;TP;vg 1;MAT1011;Matematikk 1P;1;5,00;-
2019/20;Thor Heyerdahl videregående skole;YF;TP;vg 1;MAT1001;Matematikk 1P-Y;61;3,80;-
2019/20;Thor Heyerdahl videregående skole;YF;TP;vg 1;NAT1001;Naturfag, vg1 yrkesfaglig utdanningsprogram;60;3,94;-
2019/20;Thor Heyerdahl videregående skole;YF;TP;vg 1;NOR1407;Norsk for elever i vgo med kort botid i Norge, vg1 yrkesfaglige utdanningsprogram;1;2,25;-
2019/20;Thor Heyerdahl videregående skole;YF;TP;vg 1;NOR1204;Norsk, vg1 yrkesfaglige utdanningsprogram;62;3,80;-
2019/20;Thor Heyerdahl videregående skole;YF;TP;vg 2;NOR1206;Norsk, vg2 yrkesfaglige utdanningsprogram;39;4,50;-
2019/20;Thor Heyerdahl videregående skole;YF;TP;vg 1;TIP1001;Produksjon;61;3,47;-
2019/20;Thor Heyerdahl videregående skole;YF;TP;vg 2;PIN2001;Produksjon;8;3,64;-
2019/20;Thor Heyerdahl videregående skole;YF;TP;vg 2;PIN2002;Reparasjon og vedlikehold;8;4,00;-
2019/20;Thor Heyerdahl videregående skole;YF;TP;vg 2;SAF1001;Samfunnsfag;38;3,83;-
2019/20;Thor Heyerdahl videregående skole;YF;TP;vg 1;TIP1002;Tekniske tjenester;61;3,62;-
2019/20;Thor Heyerdahl videregående skole;YF;TP;vg 2;AMK2003;Tverrfaglig eksamen arbeidsmaskiner;13;4,50;-
2019/20;Thor Heyerdahl videregående skole;YF;TP;vg 2;PIN2004;Tverrfaglig eksamen industriteknologi;8;3,22;-
2019/20;Thor Heyerdahl videregående skole;YF;TP;vg 2;KJT2003;Tverrfaglig eksamen kjøretøy;15;3,92;-
2019/20;Thor Heyerdahl videregående skole;YF;TP;vg 2;KJT2001;Verkstedarbeid;15;4,31;-
2019/20;Thor Heyerdahl videregående skole;YF;TP;vg 1;YFF4106;Yrkesfaglig fordypning vg1;61;3,42;-
2019/20;Thor Heyerdahl videregående skole;YF;TP;vg 2;YFF4209;Yrkesfaglig fordypning vg2;38;3,98;-
2020/21;Færder videregående skole;YF;BA;vg 1;BAT1005;Arbeidsmiljø og dokumentasjon;79;4,05;-
2020/21;Færder videregående skole;YF;BA;vg 2;BYG2002;Bransjelære;37;4,15;-
2020/21;Færder videregående skole;YF;BA;vg 2;KEM2002;Bransjelære;16;4,38;-
2020/21;Færder videregående skole;YF;BA;vg 1;ENG1007;Engelsk vg1 studieforberedende utdanningsprogram;5;-;-
2020/21;Færder videregående skole;YF;BA;vg 1;ENG1009;Engelsk vg1 yrkesfaglige utdanningsprogram;77;3,81;-
2020/21;Færder videregående skole;YF;BA;vg 2;ENG1003;Engelsk, vg2 yrkesfaglige utdanningsprogram;55;3,67;-
2020/21;Færder videregående skole;YF;BA;vg 2;REA3004;Fysikk 1;4;3,90;-
2020/21;Færder videregående skole;YF;BA;vg 1;NOR1155;Grunnleggende norsk for språklige minoriteter, nivå 2, vg1 yrkesfaglige utdanningsprogram;8;3,00;-
2020/21;Færder videregående skole;YF;BA;vg 1;NOR1159;Grunnleggende norsk for språklige minoriteter, nivå 3, vg1 yrkesfaglige utdanningsprogram;1;-;-
2020/21;Færder videregående skole;YF;BA;vg 1;KRO1017;Kroppsøving vg1;78;3,42;-
2020/21;Færder videregående skole;YF;BA;vg 2;KRO1005;Kroppsøving vg2;54;3,79;-
2020/21;Færder videregående skole;YF;BA;vg 1;MAT1111;Matematikk 1P-Y BA;76;3,86;2,00
2020/21;Færder videregående skole;YF;BA;vg 1;MAT1021;Matematikk 1T;5;5,00;-
2020/21;Færder videregående skole;YF;BA;vg 2;REA3022;Matematikk R1;4;3,00;-
2020/21;Færder videregående skole;YF;BA;vg 1;NAT1008;Naturfag vg1 BA;76;3,55;-
2020/21;Færder videregående skole;YF;BA;vg 1;NAT1007;Naturfag vg1 studieforberedende utdanningsprogram;5;5,00;-
2020/21;Færder videregående skole;YF;BA;vg 2;NOR1408;Norsk for elever i vgo med kort botid i Norge, vg2 yrkesfaglige utdanningsprogram;11;3,56;-
2020/21;Færder videregående skole;YF;BA;vg 2;NOR1208;Norsk hovedmål, vg2 studieforberedende utdanningsprogram, skriftlig;4;4,50;-
2020/21;Færder videregående skole;YF;BA;vg 2;NOR1209;Norsk sidemål, vg2 studieforberedende utdanningsprogram, skriftlig;4;-;-
2020/21;Færder videregående skole;YF;BA;vg 1;NOR1261;Norsk, vg1 studieforberedende utdanningsprogram, muntlig;5;4,67;-
2020/21;Færder videregående skole;YF;BA;vg 1;NOR1260;Norsk, vg1 studieforberedende utdanningsprogram, skriftlig;5;-;-
2020/21;Færder videregående skole;YF;BA;vg 2;NOR1210;Norsk, vg2 studieforberedende utdanningsprogram, muntlig;4;-;-
2020/21;Færder videregående skole;YF;BA;vg 2;NOR1206;Norsk, vg2 yrkesfaglige utdanningsprogram;54;3,53;-
2020/21;Færder videregående skole;YF;BA;vg 1;BAT1006;Praktisk yrkesutøvelse;79;3,43;-
2020/21;Færder videregående skole;YF;BA;vg 2;BYG2001;Produksjon;37;-;-
2020/21;Færder videregående skole;YF;BA;vg 2;KEM2001;Produksjon;16;3,65;-
2020/21;Færder videregående skole;YF;BA;vg 2;SAF1001;Samfunnsfag;55;3,76;-
2020/21;Færder videregående skole;YF;BA;vg 1;BAT1002;Tegning og bransjelære;1;-;-
2020/21;Færder videregående skole;YF;BA;vg 2;BAT1002;Tegning og bransjelære;1;-;-
2020/21;Færder videregående skole;YF;BA;vg 2;BYG2003;Tverrfaglig eksamen byggteknikk;36;4,00;-
2020/21;Færder videregående skole;YF;BA;vg 2;KEM2003;Tverrfaglig eksamen klima-, energi- og miljøteknikk;16;3,81;-
2020/21;Færder videregående skole;YF;BA;vg 1;YFF4106;Yrkesfaglig fordypning vg1;78;3,48;-
2020/21;Færder videregående skole;YF;BA;vg 2;YFF4209;Yrkesfaglig fordypning vg2;52;3,45;-
2020/21;Færder videregående skole;YF;DH;vg 2;DTE2002;Design og produktutvikling;12;-;-
2020/21;Færder videregående skole;YF;DH;vg 2;ENG1003;Engelsk, vg2 yrkesfaglige utdanningsprogram;11;-;-
2020/21;Færder videregående skole;YF;DH;vg 2;NOR1155;Grunnleggende norsk for språklige minoriteter, nivå 2, vg1 yrkesfaglige utdanningsprogram;2;3,88;-
2020/21;Færder videregående skole;YF;DH;vg 2;KRO1005;Kroppsøving vg2;11;2,00;-
2020/21;Færder videregående skole;YF;DH;vg 2;NAT1001;Naturfag, vg1 yrkesfaglig utdanningsprogram;1;-;-
2020/21;Færder videregående skole;YF;DH;vg 2;NOR1206;Norsk, vg2 yrkesfaglige utdanningsprogram;11;-;-
2020/21;Færder videregående skole;YF;DH;vg 2;DTE2001;Produksjon og materialer;12;4,71;-
2020/21;Færder videregående skole;YF;DH;vg 2;SAF1001;Samfunnsfag;11;-;-
2020/21;Færder videregående skole;YF;DH;vg 2;DTE2003;Tverrfaglig eksamen design og tekstil;12;4,63;-
2020/21;Færder videregående skole;YF;DH;vg 2;DHV1004;Tverrfaglig eksamen, design og håndverk, privatister;1;-;-
2020/21;Færder videregående skole;YF;DH;vg 2;YFF4106;Yrkesfaglig fordypning vg1;1;-;-
2020/21;Færder videregående skole;YF;DH;vg 2;YFF4209;Yrkesfaglig fordypning vg2;11;5,13;-
2020/21;Færder videregående skole;YF;EL;vg 2;ELE2002;Automatiseringssystemer;32;4,55;-
2020/21;Færder videregående skole;YF;EL;vg 3;MEL3003;Automatiserte systemer;16;3,93;-
2020/21;Færder videregående skole;YF;EL;vg 2;DEL2001;Data- og elektronikksystemer;16;3,13;-
2020/21;Færder videregående skole;YF;EL;vg 2;ELE2003;Data- og elektronikksystemer;32;4,28;-
2020/21;Færder videregående skole;YF;EL;vg 2;DEL2002;Elektronisk infrastruktur;16;4,33;-
2020/21;Færder videregående skole;YF;EL;vg 1;ELE1006;Elektroniske kretser og nettverk;64;4,39;-
2020/21;Færder videregående skole;YF;EL;vg 2;ELE2001;Elenergisystemer;32;3,52;-
2020/21;Færder videregående skole;YF;EL;vg 3;MEL3001;Elenergisystemer;16;4,21;-
2020/21;Færder videregående skole;YF;EL;vg 1;ELE1007;Energi og styresystemer;64;3,77;-
2020/21;Færder videregående skole;YF;EL;vg 1;ENG1009;Engelsk vg1 yrkesfaglige utdanningsprogram;64;4,09;-
2020/21;Færder videregående skole;YF;EL;vg 2;ENG1003;Engelsk, vg2 yrkesfaglige utdanningsprogram;46;4,33;-
2020/21;Færder videregående skole;YF;EL;vg 2;REA3004;Fysikk 1;1;-;-
2020/21;Færder videregående skole;YF;EL;vg 1;NOR1155;Grunnleggende norsk for språklige minoriteter, nivå 2, vg1 yrkesfaglige utdanningsprogram;1;-;-
2020/21;Færder videregående skole;YF;EL;vg 1;KRO1017;Kroppsøving vg1;64;4,34;-
2020/21;Færder videregående skole;YF;EL;vg 2;KRO1005;Kroppsøving vg2;46;4,70;-
2020/21;Færder videregående skole;YF;EL;vg 3;KRO1006;Kroppsøving vg3;16;4,29;-
2020/21;Færder videregående skole;YF;EL;vg 3;MEL4002;Maritim elektrikerfaget, skriftlig;16;4,29;-
2020/21;Færder videregående skole;YF;EL;vg 1;MAT1113;Matematikk 1P-Y EL;62;3,94;-
2020/21;Færder videregående skole;YF;EL;vg 1;MAT1021;Matematikk 1T;4;-;-
2020/21;Færder videregående skole;YF;EL;vg 2;REA3022;Matematikk R1;9;3,52;-
2020/21;Færder videregående skole;YF;EL;vg 1;NAT1009;Naturfag vg1 EL;64;4,57;-
2020/21;Færder videregående skole;YF;EL;vg 2;NOR1408;Norsk for elever i vgo med kort botid i Norge, vg2 yrkesfaglige utdanningsprogram;3;-;-
2020/21;Færder videregående skole;YF;EL;vg 2;NOR1208;Norsk hovedmål, vg2 studieforberedende utdanningsprogram, skriftlig;1;-;-
2020/21;Færder videregående skole;YF;EL;vg 2;NOR1209;Norsk sidemål, vg2 studieforberedende utdanningsprogram, skriftlig;1;-;-
2020/21;Færder videregående skole;YF;EL;vg 2;NOR1210;Norsk, vg2 studieforberedende utdanningsprogram, muntlig;1;4,20;-
2020/21;Færder videregående skole;YF;EL;vg 2;NOR1206;Norsk, vg2 yrkesfaglige utdanningsprogram;46;4,22;-
2020/21;Færder videregående skole;YF;EL;vg 3;MEL3004;Organisasjon og ledelse;16;4,00;-
2020/21;Færder videregående skole;YF;EL;vg 2;SAF1001;Samfunnsfag;46;4,16;-
2020/21;Færder videregående skole;YF;EL;vg 3;MEL3002;Tele-, data- og sikkerhetssystemer;16;4,24;-
2020/21;Færder videregående skole;YF;EL;vg 3;MEL3005;Tverrfaglig eksamen;16;3,21;-
2020/21;Færder videregående skole;YF;EL;vg 2;ELE2004;Tverrfaglig eksamen elenergi;32;3,88;-
2020/21;Færder videregående skole;YF;EL;vg 2;DEL2003;Tverrfaglig eksamen i data og elektronikk;16;-;-
2020/21;Færder videregående skole;YF;EL;vg 1;YFF4106;Yrkesfaglig fordypning vg1;64;3,76;-
2020/21;Færder videregående skole;YF;EL;vg 2;YFF4209;Yrkesfaglig fordypning vg2;46;3,84;-
2020/21;Færder videregående skole;SF;KD;vg 1;KDA2010;Design og arkitektur 1;32;3,89;-
2020/21;Færder videregående skole;SF;KD;vg 2;KDA2005;Design og arkitektur 2;31;2,87;-
2020/21;Færder videregående skole;SF;KD;vg 3;KDA2006;Design og arkitektur 3;24;4,59;-
2020/21;Færder videregående skole;SF;KD;vg 2;KDA3002;Design og bærekraft;15;3,79;-
2020/21;Færder videregående skole;SF;KD;vg 1;ENG1007;Engelsk vg1 studieforberedende utdanningsprogram;32;-;-
2020/21;Færder videregående skole;SF;KD;vg 2;KDA3004;Foto og grafikk 1;17;3,43;-
2020/21;Færder videregående skole;SF;KD;vg 3;KDA3004;Foto og grafikk 1;7;4,33;-
2020/21;Færder videregående skole;SF;KD;vg 2;REA3004;Fysikk 1;3;-;-
2020/21;Færder videregående skole;SF;KD;vg 2;GEO1001;Geografi;31;2,88;-
2020/21;Færder videregående skole;SF;KD;vg 2;HIS1001;Historie vg2 studieforberedende utdanningsprogram;31;5,33;-
2020/21;Færder videregående skole;SF;KD;vg 3;HIS1002;Historie vg3 studieforberedende utdanningsprogram;24;-;-
2020/21;Færder videregående skole;SF;KD;vg 2;SPR3009;Internasjonal engelsk, muntlig;9;4,77;-
2020/21;Færder videregående skole;SF;KD;vg 3;SPR3009;Internasjonal engelsk, muntlig;1;-;-
2020/21;Færder videregående skole;SF;KD;vg 2;SPR3008;Internasjonal engelsk, skriftlig;9;3,86;-
2020/21;Færder videregående skole;SF;KD;vg 3;SPR3008;Internasjonal engelsk, skriftlig;1;-;-
2020/21;Færder videregående skole;SF;KD;vg 3;SPR3014;Kommunikasjon og kultur 1;7;-;-
2020/21;Færder videregående skole;SF;KD;vg 1;KRO1017;Kroppsøving vg1;32;3,60;-
2020/21;Færder videregående skole;SF;KD;vg 2;KRO1005;Kroppsøving vg2;32;3,00;-
2020/21;Færder videregående skole;SF;KD;vg 3;KRO1006;Kroppsøving vg3;24;4,45;-
2020/21;Færder videregående skole;SF;KD;vg 3;KDA3001;Kunst og skapende arbeid;14;5,70;-
2020/21;Færder videregående skole;SF;KD;vg 1;KDA2007;Kunst og visuelle virkemidler 1;32;3,77;-
2020/21;Færder videregående skole;SF;KD;vg 2;KDA2002;Kunst og visuelle virkemidler 2;31;4,66;-
2020/21;Færder videregående skole;SF;KD;vg 3;KDA2003;Kunst og visuelle virkemidler 3;24;-;-
2020/21;Færder videregående skole;SF;KD;vg 1;MAT1019;Matematikk 1P;23;4,08;-
2020/21;Færder videregående skole;SF;KD;vg 1;MAT1021;Matematikk 1T;9;5,22;-
2020/21;Færder videregående skole;SF;KD;vg 2;MAT1015;Matematikk 2P;31;-;-
2020/21;Færder videregående skole;SF;KD;vg 2;REA3022;Matematikk R1;6;4,27;-
2020/21;Færder videregående skole;SF;KD;vg 3;REA3022;Matematikk R1;2;-;-
2020/21;Færder videregående skole;SF;KD;vg 3;REA3024;Matematikk R2;1;-;-
2020/21;Færder videregående skole;SF;KD;vg 1;NAT1007;Naturfag vg1 studieforberedende utdanningsprogram;32;4,06;-
2020/21;Færder videregående skole;SF;KD;vg 1;NOR1413;Norsk for elever i vgo med kort botid i Norge, vg1 studieforberedende utdanningsprogram, muntlig;1;-;-
2020/21;Færder videregående skole;SF;KD;vg 1;NOR1412;Norsk for elever i vgo med kort botid i Norge, vg1 studieforberedende utdanningsprogram, skriftlig;1;-;-
2020/21;Færder videregående skole;SF;KD;vg 2;NOR1404;Norsk for elever i vgo med kort botid i Norge, vg2 studieforberedende utdanningsprogram, muntlig;2;-;-
2020/21;Færder videregående skole;SF;KD;vg 2;NOR1403;Norsk for elever i vgo med kort botid i Norge, vg2 studieforberedende utdanningsprogram, skriftlig;2;-;-
2020/21;Færder videregående skole;SF;KD;vg 3;NOR1406;Norsk for elever i vgo med kort botid i Norge, vg3 studieforberedende utdanningsprogram, muntlig;1;-;-
2020/21;Færder videregående skole;SF;KD;vg 3;NOR1405;Norsk for elever i vgo med kort botid i Norge, vg3 studieforberedende utdanningsprogram, skriftlig;1;-;-
2020/21;Færder videregående skole;SF;KD;vg 2;NOR1208;Norsk hovedmål, vg2 studieforberedende utdanningsprogram, skriftlig;31;4,46;-
2020/21;Færder videregående skole;SF;KD;vg 3;NOR1211;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;24;4,95;-
2020/21;Færder videregående skole;SF;KD;vg 3;NOR1212;Norsk sidemål,  vg3 studieforberedende utdanningsprogram, skriftlig;24;4,26;-
2020/21;Færder videregående skole;SF;KD;vg 2;NOR1209;Norsk sidemål, vg2 studieforberedende utdanningsprogram, skriftlig;31;3,61;-
2020/21;Færder videregående skole;SF;KD;vg 1;NOR1261;Norsk, vg1 studieforberedende utdanningsprogram, muntlig;31;4,48;-
2020/21;Færder videregående skole;SF;KD;vg 1;NOR1260;Norsk, vg1 studieforberedende utdanningsprogram, skriftlig;32;4,02;-
2020/21;Færder videregående skole;SF;KD;vg 2;NOR1210;Norsk, vg2 studieforberedende utdanningsprogram, muntlig;31;3,91;-
