EnhetNivaa;Nasjonaltkode;Fylkekode;Kommunekode;Organisasjonsnummer;Nasjonalt;Fylke;Kommune;EnhetNavn;2020-21.Lesing.8. årstrinn.Alle eierformer.Alle kjønn.Skalapoeng;2020-21.Lesing.8. årstrinn.Alle eierformer.Alle kjønn.Usikkerhet;2020-21.Lesing.8. årstrinn.Alle eierformer.Alle kjønn.Antall elever deltatt;2020-21.Lesing.8. årstrinn.Alle eierformer.Alle kjønn.Mestringsnivå 1;2020-21.Lesing.8. årstrinn.Alle eierformer.Alle kjønn.Mestringsnivå 2;2020-21.Lesing.8. årstrinn.Alle eierformer.Alle kjønn.Mestringsnivå 3;2020-21.Lesing.8. årstrinn.Alle eierformer.Alle kjønn.Mestringsnivå 4;2020-21.Lesing.8. årstrinn.Alle eierformer.Alle kjønn.Mestringsnivå 5;2021-22.Lesing.8. årstrinn.Alle eierformer.Alle kjønn.Skalapoeng;2021-22.Lesing.8. årstrinn.Alle eierformer.Alle kjønn.Usikkerhet;2021-22.Lesing.8. årstrinn.Alle eierformer.Alle kjønn.Antall elever deltatt;2021-22.Lesing.8. årstrinn.Alle eierformer.Alle kjønn.Mestringsnivå 1;2021-22.Lesing.8. årstrinn.Alle eierformer.Alle kjønn.Mestringsnivå 2;2021-22.Lesing.8. årstrinn.Alle eierformer.Alle kjønn.Mestringsnivå 3;2021-22.Lesing.8. årstrinn.Alle eierformer.Alle kjønn.Mestringsnivå 4;2021-22.Lesing.8. årstrinn.Alle eierformer.Alle kjønn.Mestringsnivå 5;2022-23.Lesing.8. årstrinn.Alle eierformer.Alle kjønn.Skalapoeng.Brudd;2022-23.Lesing.8. årstrinn.Alle eierformer.Alle kjønn.Skalapoeng;2022-23.Lesing.8. årstrinn.Alle eierformer.Alle kjønn.Usikkerhet.Brudd;2022-23.Lesing.8. årstrinn.Alle eierformer.Alle kjønn.Usikkerhet;2022-23.Lesing.8. årstrinn.Alle eierformer.Alle kjønn.Antall elever deltatt.Brudd;2022-23.Lesing.8. årstrinn.Alle eierformer.Alle kjønn.Antall elever deltatt;2022-23.Lesing.8. årstrinn.Alle eierformer.Alle kjønn.Mestringsnivå 1.Brudd;2022-23.Lesing.8. årstrinn.Alle eierformer.Alle kjønn.Mestringsnivå 1;2022-23.Lesing.8. årstrinn.Alle eierformer.Alle kjønn.Mestringsnivå 2.Brudd;2022-23.Lesing.8. årstrinn.Alle eierformer.Alle kjønn.Mestringsnivå 2;2022-23.Lesing.8. årstrinn.Alle eierformer.Alle kjønn.Mestringsnivå 3.Brudd;2022-23.Lesing.8. årstrinn.Alle eierformer.Alle kjønn.Mestringsnivå 3;2022-23.Lesing.8. årstrinn.Alle eierformer.Alle kjønn.Mestringsnivå 4.Brudd;2022-23.Lesing.8. årstrinn.Alle eierformer.Alle kjønn.Mestringsnivå 4;2022-23.Lesing.8. årstrinn.Alle eierformer.Alle kjønn.Mestringsnivå 5.Brudd;2022-23.Lesing.8. årstrinn.Alle eierformer.Alle kjønn.Mestringsnivå 5;2023-24.Lesing.8. årstrinn.Alle eierformer.Alle kjønn.Skalapoeng;2023-24.Lesing.8. årstrinn.Alle eierformer.Alle kjønn.Usikkerhet;2023-24.Lesing.8. årstrinn.Alle eierformer.Alle kjønn.Antall elever deltatt;2023-24.Lesing.8. årstrinn.Alle eierformer.Alle kjønn.Mestringsnivå 1;2023-24.Lesing.8. årstrinn.Alle eierformer.Alle kjønn.Mestringsnivå 2;2023-24.Lesing.8. årstrinn.Alle eierformer.Alle kjønn.Mestringsnivå 3;2023-24.Lesing.8. årstrinn.Alle eierformer.Alle kjønn.Mestringsnivå 4;2023-24.Lesing.8. årstrinn.Alle eierformer.Alle kjønn.Mestringsnivå 5;2024-25.Lesing.8. årstrinn.Alle eierformer.Alle kjønn.Skalapoeng;2024-25.Lesing.8. årstrinn.Alle eierformer.Alle kjønn.Usikkerhet;2024-25.Lesing.8. årstrinn.Alle eierformer.Alle kjønn.Antall elever deltatt;2024-25.Lesing.8. årstrinn.Alle eierformer.Alle kjønn.Mestringsnivå 1;2024-25.Lesing.8. årstrinn.Alle eierformer.Alle kjønn.Mestringsnivå 2;2024-25.Lesing.8. årstrinn.Alle eierformer.Alle kjønn.Mestringsnivå 3;2024-25.Lesing.8. årstrinn.Alle eierformer.Alle kjønn.Mestringsnivå 4;2024-25.Lesing.8. årstrinn.Alle eierformer.Alle kjønn.Mestringsnivå 5
4;I;39;3905;975295826;Hele landet;Vestfold;Tønsberg;Ringshaug ungdomsskole;51;1,9;105;6,7;18,1;37,1;24,8;13,3;52;1,7;83;3,6;9,6;47;31,3;8,4;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;53;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;1,9;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;94;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;6,4;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;12,8;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;39,4;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;29,8;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;11,7;50;2;86;8,1;20,9;40,7;19,8;10,5;50;1,6;109;5,5;24,8;36,7;23,9;9,2
4;I;39;3905;829325942;Hele landet;Vestfold;Tønsberg;Skagerak International School, Tønsberg AS;;;;;;;;;;;;;;;;;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;51;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;4,6;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;18;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;*;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;*;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;*;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;*;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;*;52;3,7;23;*;*;*;*;*;*;*;*;*;*;*;*;*
4;I;39;3905;973131621;Hele landet;Vestfold;Tønsberg;Tønsberg Montessori skole;*;*;*;*;*;*;*;*;46;4,4;15;*;*;*;*;*;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;*;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;*;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;*;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;*;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;*;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;*;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;*;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*
4;I;39;3905;975294811;Hele landet;Vestfold;Tønsberg;Vear skole;47;2,1;64;14,1;18,8;50;10,9;6,3;46;2,3;69;17,4;24,6;37,7;14,5;5,8;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;48;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;2,3;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;61;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;14,8;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;26,2;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;31,1;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;23;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;4,9;48;2;64;7,8;28,1;40,6;15,6;7,8;44;2,4;56;28,6;25;39,3;3,6;3,6
4;I;39;3905;995354071;Hele landet;Vestfold;Tønsberg;Wang Tønsberg AS;53;2,1;63;3,2;4,8;50,8;23,8;17,5;52;2,1;63;3,2;14,3;46;19;17,5;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;53;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;1,8;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;63;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;1,6;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;4,8;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;61,9;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;20,6;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;11,1;50;2,3;62;8,1;21;37,1;22,6;11,3;51;1,9;64;3,1;14,1;53,1;17,2;12,5
2;I;38;;38;Hele landet;Vestfold og Telemark (2020 - 2023);Alle kommuner;Vestfold og Telemark;49;0,3;4 681;10;17,3;43,2;20,7;8,9;49;0,3;4 777;10;17,8;42,3;21;8,9;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;50;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;0,3;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;4 738;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;9,6;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;21,1;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;38,7;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;20,2;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;10,4;48;0,3;4 831;13,8;23,6;37,5;18,3;6,9;;;;;;;;
3;I;38;3811;3811;Hele landet;Vestfold og Telemark (2020 - 2023);Færder (2020 - 2023);Færder;49;1,2;300;12,7;18,7;37;20;11,7;51;1,1;303;7,6;11,2;44,2;27,1;9,9;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;50;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;1,1;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;307;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;7,8;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;20,5;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;39,4;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;21,2;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;11,1;47;1;310;13,9;24,8;40,3;14,8;6,1;;;;;;;;
4;I;38;3811;975271250;Hele landet;Vestfold og Telemark (2020 - 2023);Færder (2020 - 2023);Borgheim ungdomsskole;50;1,9;135;13,3;20;31,9;21,5;13,3;49;1,5;148;10,8;14,9;45,9;22,3;6,1;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;50;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;1,6;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;151;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;7,9;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;23,2;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;37,1;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;23,2;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;8,6;46;1,5;155;18,1;25,2;36,1;17,4;3,2;;;;;;;;
4;I;38;3811;973141791;Hele landet;Vestfold og Telemark (2020 - 2023);Færder (2020 - 2023);Steinerskolen i Vestfold;48;2,7;23;*;*;*;*;*;55;3,3;24;*;*;*;*;*;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;49;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;2,6;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;23;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;*;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;*;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;*;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;*;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;*;47;3,8;22;*;*;*;*;*;;;;;;;;
4;I;38;3811;975271358;Hele landet;Vestfold og Telemark (2020 - 2023);Færder (2020 - 2023);Teigar ungdomsskole;49;2,2;104;16,3;16,3;33,7;20,2;13,5;54;1,7;93;4,3;4,3;41,9;35,5;14;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;50;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;1,9;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;92;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;8,7;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;17,4;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;40,2;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;19,6;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;14,1;49;1,7;103;7,8;19,4;48,5;15,5;8,7;;;;;;;;
4;I;38;3811;874607592;Hele landet;Vestfold og Telemark (2020 - 2023);Færder (2020 - 2023);Tjøme ungdomsskole;49;2,5;38;*;*;*;*;*;50;3,1;38;*;*;*;*;*;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;51;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;3,3;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;41;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;*;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;*;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;*;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;*;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;*;46;3,5;30;*;*;*;*;*;;;;;;;;
3;I;38;3802;3802;Hele landet;Vestfold og Telemark (2020 - 2023);Holmestrand (2020 - 2023);Holmestrand;49;1,1;268;9;17,5;43,7;22,4;7,5;49;1,1;294;12,2;17;44,9;18,7;7,1;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;50;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;1;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;300;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;8;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;24;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;38;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;21,3;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;8,7;48;1;282;11;25,2;44;15,6;4,3;;;;;;;;
4;I;38;3802;974542714;Hele landet;Vestfold og Telemark (2020 - 2023);Holmestrand (2020 - 2023);Gjøklep ungdomsskole;48;1,7;98;10,2;23,5;38,8;21,4;6,1;47;1,6;138;18,1;16,7;44,2;15,2;5,8;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;48;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;1,4;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;134;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;*;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;*;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;*;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;*;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;*;47;1,6;135;18,5;22,2;41,5;14,1;3,7;;;;;;;;
4;I;38;3802;975268799;Hele landet;Vestfold og Telemark (2020 - 2023);Holmestrand (2020 - 2023);Hof skole;49;2,9;37;13,5;8,1;54,1;18,9;5,4;49;2,6;37;2,7;24,3;45,9;24,3;2,7;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;50;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;3,4;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;29;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;*;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;*;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;*;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;*;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;*;49;2,4;38;2,6;28,9;52,6;10,5;5,3;;;;;;;;
4;I;38;3802;931338854;Hele landet;Vestfold og Telemark (2020 - 2023);Holmestrand (2020 - 2023);Klokkerjordet skole;;;;;;;;;;;;;;;;;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;;48;1,4;109;4,6;27,5;44;19,3;4,6;;;;;;;;
4;I;38;3802;975268780;Hele landet;Vestfold og Telemark (2020 - 2023);Holmestrand (2020 - 2023);Sande ungdomsskole;50;1,5;133;6,8;15,8;44,4;24,1;9;51;1,6;119;8,4;15,1;45,4;21;10,1;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;51;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;1,5;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;137;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;7,3;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;17,5;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;39,4;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;25,5;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;10,2;;;;;;;;;;;;;;;;
3;I;38;3801;3801;Hele landet;Vestfold og Telemark (2020 - 2023);Horten (2020 - 2023);Horten;49;1;306;12,1;15,7;42,8;22,2;7,2;47;1,1;292;15,8;23,6;34,6;20,5;5,5;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;49;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;1;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;331;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;9,7;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;23,3;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;43,2;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;16;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;7,9;46;1,1;302;19,2;26,2;32,5;16,2;6;;;;;;;;
4;I;38;3801;973566911;Hele landet;Vestfold og Telemark (2020 - 2023);Horten (2020 - 2023);Bakkeåsen skole;;;;;;;;;;;0;;;;;;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;*;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;*;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;*;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;*;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;*;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;*;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;*;Fra 2022 starter måling av utvikling over tid på nytt. Resultatene fra 2022 kan derfor ikke direkte sammenlignes med tidligere år.;*;;;;;;;;;;;;;;;;
